"","symbol","date","open","high","low","close","volume","adjusted"
"47","^IBEX",2000-03-08,12667.2001953125,12717.7998046875,12472.7001953125,12668.2998046875,0,12668.287109375
"48","^IBEX",2000-03-09,12668.2998046875,12744.599609375,12539.7998046875,12563.2001953125,0,12563.1875
"49","^IBEX",2000-03-10,12563.2001953125,12769.400390625,12445.900390625,12513.7001953125,0,12513.6875
"50","^IBEX",2000-03-13,12513.7001953125,12862.7998046875,12198.099609375,12359.7001953125,0,12359.6875
"51","^IBEX",2000-03-14,12359.7001953125,12557.900390625,12302.5,12555.7998046875,0,12555.787109375
"52","^IBEX",2000-03-15,12468.900390625,12468.900390625,12229.599609375,12279.5,0,12279.4873046875
"53","^IBEX",2000-03-16,12279.5,12474.900390625,12222.400390625,12260.900390625,0,12260.8876953125
"54","^IBEX",2000-03-17,12260.900390625,12553.599609375,12206.400390625,12369.7998046875,0,12369.787109375
"55","^IBEX",2000-03-20,12369.7998046875,12529.7001953125,12362.099609375,12362.400390625,0,12362.3876953125
"56","^IBEX",2000-03-21,12362.400390625,12375.400390625,12156.7001953125,12308.2998046875,0,12308.287109375
"57","^IBEX",2000-03-22,12308.2998046875,12489,12091.7998046875,12172.2001953125,0,12172.1875
"58","^IBEX",2000-03-23,12172.2001953125,12273.2001953125,11970.900390625,12073.2998046875,0,12073.287109375
"59","^IBEX",2000-03-24,12073.2998046875,12240,12030.7001953125,12213.7998046875,0,12213.787109375
"60","^IBEX",2000-03-27,12213.7998046875,12266.5,12120.7001953125,12162,0,12161.9873046875
"61","^IBEX",2000-03-28,12162,12297.900390625,12084.2998046875,12211.099609375,0,12211.0869140625
"62","^IBEX",2000-03-29,12204.7998046875,12204.7998046875,12043.2001953125,12088.599609375,0,12088.5869140625
"63","^IBEX",2000-03-30,12001.400390625,12001.400390625,11827.900390625,11833.400390625,0,11833.388671875
"64","^IBEX",2000-03-31,11833.400390625,11978.900390625,11633.7998046875,11935,0,11934.98828125
"65","^IBEX",2000-04-03,11935,11958.599609375,11622.2001953125,11686.400390625,0,11686.388671875
"66","^IBEX",2000-04-04,11686.400390625,11771.5,11575.2001953125,11584.2001953125,0,11584.1884765625
"67","^IBEX",2000-04-05,11584.2001953125,11618.7998046875,11189.7998046875,11374.599609375,0,11374.587890625
"68","^IBEX",2000-04-06,11412.7001953125,11648.099609375,11412.7001953125,11607.900390625,0,11607.888671875
"69","^IBEX",2000-04-07,11683.900390625,11790.7001953125,11683.900390625,11790.599609375,0,11790.587890625
"70","^IBEX",2000-04-10,11790.599609375,11918.5,11743.7998046875,11768.7001953125,0,11768.6884765625
"71","^IBEX",2000-04-11,11722.2001953125,11722.2001953125,11502.599609375,11515.2998046875,0,11515.2880859375
"72","^IBEX",2000-04-12,11515.2998046875,11667.2001953125,11499.099609375,11542.099609375,0,11542.087890625
"73","^IBEX",2000-04-13,11542.099609375,11660.5,11379.400390625,11647.2001953125,0,11647.1884765625
"74","^IBEX",2000-04-14,11632,11632,11323.400390625,11363.900390625,0,11363.888671875
"75","^IBEX",2000-04-17,11267.400390625,11267.400390625,10771.599609375,11217.2998046875,0,11217.2880859375
"76","^IBEX",2000-04-18,11217.2998046875,11390.900390625,11117.900390625,11261.5,0,11261.48828125
"77","^IBEX",2000-04-19,11265.7001953125,11411,11265.7001953125,11339.7998046875,0,11339.7880859375
"78","^IBEX",2000-04-20,11339.7998046875,11543.2998046875,11317.2001953125,11502,0,11501.98828125
"79","^IBEX",2000-04-25,11460.599609375,11460.599609375,11325.400390625,11425.5,0,11425.48828125
"80","^IBEX",2000-04-26,11447.599609375,11573.900390625,11447.599609375,11481.5,0,11481.48828125
"81","^IBEX",2000-04-27,11481.5,11525.400390625,11232.7001953125,11273,0,11272.98828125
"82","^IBEX",2000-04-28,11349.7001953125,11501.7998046875,11349.7001953125,11467.900390625,0,11467.888671875
"83","^IBEX",2000-05-02,11569.2001953125,11867.2001953125,11569.2001953125,11867.2001953125,0,11867.1884765625
"84","^IBEX",2000-05-03,11867.2001953125,11974.400390625,11633.5,11667.900390625,0,11667.888671875
"85","^IBEX",2000-05-04,11667.900390625,11700.400390625,11513.2998046875,11597.5,0,11597.48828125
"86","^IBEX",2000-05-05,11597.5,11652.5,11454.7001953125,11560.900390625,0,11560.888671875
"87","^IBEX",2000-05-08,11484.2001953125,11484.2001953125,11267.900390625,11304,0,11303.98828125
"88","^IBEX",2000-05-09,11304,11366.2998046875,11053.5,11071.7001953125,0,11071.689453125
"89","^IBEX",2000-05-10,11071.7001953125,11151.599609375,10808.099609375,10832.2998046875,0,10832.2890625
"90","^IBEX",2000-05-11,10832.2998046875,11038.599609375,10685.599609375,11036.2998046875,0,11036.2890625
"91","^IBEX",2000-05-12,11036.2998046875,11184.900390625,10972.7001953125,11102.599609375,0,11102.587890625
"92","^IBEX",2000-05-15,11102.599609375,11164.7001953125,10938.2998046875,11009.2998046875,0,11009.2890625
"93","^IBEX",2000-05-16,11058.5,11260.400390625,11058.5,11220.7001953125,0,11220.6884765625
"94","^IBEX",2000-05-17,11220.7001953125,11227.599609375,10899.099609375,10905.2998046875,0,10905.2890625
"95","^IBEX",2000-05-18,10905.2998046875,11081.099609375,10850,10889.599609375,0,10889.5888671875
"96","^IBEX",2000-05-19,10889.599609375,10930.900390625,10488.2998046875,10544.900390625,0,10544.8896484375
"97","^IBEX",2000-05-22,10544.900390625,10628.5,10264.5,10326.2998046875,0,10326.2890625
"98","^IBEX",2000-05-23,10330.900390625,10503.7998046875,10330.900390625,10380.099609375,0,10380.0888671875
"99","^IBEX",2000-05-24,10380.099609375,10412.900390625,10211.2998046875,10342.400390625,0,10342.3896484375
"100","^IBEX",2000-05-25,10382.5,10588.900390625,10382.5,10560.599609375,0,10560.5888671875
"101","^IBEX",2000-05-26,10545.099609375,10545.099609375,10370.099609375,10437.099609375,0,10437.0888671875
"102","^IBEX",2000-05-29,10437.099609375,10563.7998046875,10436.900390625,10558.900390625,0,10558.8896484375
"103","^IBEX",2000-05-30,10558.900390625,10721.7001953125,10544.7001953125,10648.5,0,10648.4892578125
"104","^IBEX",2000-05-31,10648.5,10813.099609375,10643.5,10688.5,0,10688.4892578125
"105","^IBEX",2000-06-01,10688.5,10898.900390625,10640.5,10875.5,0,10875.4892578125
"106","^IBEX",2000-06-02,10875.5,11220.5,10870.7998046875,11141.5,0,11141.48828125
"107","^IBEX",2000-06-05,11141.5,11183.5,10993,11004.2001953125,0,11004.189453125
"108","^IBEX",2000-06-06,11004.2001953125,11047.7001953125,10751.099609375,10782.5,0,10782.4892578125
"109","^IBEX",2000-06-07,10768.599609375,10768.599609375,10520.2998046875,10688.900390625,0,10688.8896484375
"110","^IBEX",2000-06-08,10738.599609375,10954.900390625,10738.599609375,10799.599609375,0,10799.5888671875
"111","^IBEX",2000-06-09,10799.599609375,11001.2001953125,10783.2998046875,10873.2001953125,0,10873.189453125
"112","^IBEX",2000-06-12,10873.2001953125,10961.2998046875,10766.2001953125,10791.2998046875,0,10791.2890625
"113","^IBEX",2000-06-13,10791.2998046875,10946.900390625,10690.900390625,10806,0,10805.9892578125
"114","^IBEX",2000-06-14,10806,10965.7998046875,10798.5,10880.7001953125,0,10880.689453125
"115","^IBEX",2000-06-15,10880.7001953125,10950,10837.400390625,10876,0,10875.9892578125
"116","^IBEX",2000-06-16,10876,10918.7998046875,10663.599609375,10723.7998046875,0,10723.7890625
"117","^IBEX",2000-06-19,10723.7998046875,10754.599609375,10564.7998046875,10595.599609375,0,10595.5888671875
"118","^IBEX",2000-06-20,10595.599609375,10688.5,10563.400390625,10563.400390625,0,10563.3896484375
"119","^IBEX",2000-06-21,10530.5,10530.5,10351.400390625,10351.400390625,0,10351.3896484375
"120","^IBEX",2000-06-22,10413.099609375,10566.2001953125,10413.099609375,10490.5,0,10490.4892578125
"121","^IBEX",2000-06-23,10490.5,10631.599609375,10415.7998046875,10533.099609375,0,10533.0888671875
"122","^IBEX",2000-06-26,10533.099609375,10603.2998046875,10467.2001953125,10488.900390625,0,10488.8896484375
"123","^IBEX",2000-06-27,10488.900390625,10588.2998046875,10449.599609375,10528.2001953125,0,10528.189453125
"124","^IBEX",2000-06-28,10528.2001953125,10615.5,10505.900390625,10583.2001953125,0,10583.189453125
"125","^IBEX",2000-06-29,10583.2001953125,10624,10366.400390625,10366.400390625,0,10366.3896484375
"126","^IBEX",2000-06-30,10387.599609375,10605.2998046875,10387.599609375,10581.2998046875,0,10581.2890625
"127","^IBEX",2000-07-03,10581.2998046875,10697,10454.2001953125,10676.7001953125,0,10676.689453125
"128","^IBEX",2000-07-04,10676.7001953125,10892.2001953125,10661.5,10848.900390625,0,10848.8896484375
"129","^IBEX",2000-07-05,10848.900390625,10962.7001953125,10733.599609375,10757.599609375,0,10757.5888671875
"130","^IBEX",2000-07-06,10757.599609375,10845,10685.099609375,10739.599609375,0,10739.5888671875
"131","^IBEX",2000-07-07,10747.2998046875,10896.7001953125,10747.2998046875,10896.7001953125,0,10896.689453125
"132","^IBEX",2000-07-10,10896.7001953125,10920.7001953125,10807.7001953125,10828.900390625,0,10828.8896484375
"133","^IBEX",2000-07-11,10828.900390625,10902.2998046875,10749.099609375,10874.7998046875,0,10874.7890625
"134","^IBEX",2000-07-12,10874.7998046875,11015.7001953125,10831,10878.7001953125,0,10878.689453125
"135","^IBEX",2000-07-13,10878.7001953125,10974.7998046875,10783,10848.2001953125,0,10848.189453125
"136","^IBEX",2000-07-14,10848.2001953125,11002.599609375,10772.7998046875,11002.599609375,0,11002.5888671875
"137","^IBEX",2000-07-17,11002.599609375,11063.900390625,10892.5,10949.2001953125,0,10949.189453125
"138","^IBEX",2000-07-18,10949.2001953125,10977,10775.400390625,10791.5,0,10791.4892578125
"139","^IBEX",2000-07-19,10791.5,10924.400390625,10747.099609375,10850.7001953125,0,10850.689453125
"140","^IBEX",2000-07-20,10850.7001953125,10997.7998046875,10801.2001953125,10986.099609375,0,10986.0888671875
"141","^IBEX",2000-07-21,10986.099609375,11039.5,10845,10879.599609375,0,10879.5888671875
"142","^IBEX",2000-07-24,10879.599609375,10924.400390625,10812.5,10831.5,5545600,10831.4892578125
"143","^IBEX",2000-07-25,10831.5,10842.2001953125,10703.400390625,10714.599609375,7368000,10714.5888671875
"144","^IBEX",2000-07-26,10722.599609375,10840.2001953125,10722.599609375,10743.7998046875,6643800,10743.7890625
"145","^IBEX",2000-07-27,10743.7998046875,10856.599609375,10713.400390625,10726,6989400,10725.9892578125
"146","^IBEX",2000-07-28,10726,10735,10526.7998046875,10560,6670000,10559.9892578125
"147","^IBEX",2000-07-31,10560,10584.7001953125,10375,10531.599609375,7334200,10531.5888671875
"148","^IBEX",2000-08-01,10531.599609375,10591.2998046875,10481.099609375,10549,6354300,10548.9892578125
"149","^IBEX",2000-08-02,10549,10656.099609375,10522.7998046875,10644.5,7650100,10644.4892578125
"150","^IBEX",2000-08-03,10644.5,10645.7001953125,10453,10453,7487500,10452.9892578125
"151","^IBEX",2000-08-04,10517.900390625,10610.099609375,10517.900390625,10583.400390625,6189300,10583.3896484375
"152","^IBEX",2000-08-07,10585.900390625,10711.099609375,10585.900390625,10707.7001953125,5904300,10707.689453125
"153","^IBEX",2000-08-08,10707.7001953125,10930,10657.599609375,10867.599609375,7614700,10867.5888671875
"154","^IBEX",2000-08-09,10872.099609375,11085,10872.099609375,10951.900390625,8876700,10951.8896484375
"155","^IBEX",2000-08-10,10981,11150,10981,11110.599609375,7802500,11110.587890625
"156","^IBEX",2000-08-11,11094.599609375,11094.599609375,10976,11094.599609375,5232700,11094.587890625
"157","^IBEX",2000-08-14,11100.900390625,11250.2001953125,11100.900390625,11210.599609375,4705800,11210.587890625
"158","^IBEX",2000-08-15,11210.599609375,11283.400390625,11163.099609375,11207.900390625,3829800,11207.888671875
"159","^IBEX",2000-08-16,11207.900390625,11364.2998046875,11202,11342.7001953125,7358600,11342.6884765625
"160","^IBEX",2000-08-17,11342.7001953125,11350.5,11131.5,11155.5,6743600,11155.48828125
"161","^IBEX",2000-08-18,11155.5,11252.2998046875,11056.5,11065.5,10857800,11065.4892578125
"162","^IBEX",2000-08-21,11065.5,11114.599609375,10980.2001953125,11093.5,6197400,11093.48828125
"163","^IBEX",2000-08-22,11093.5,11137.7998046875,10928.2001953125,10934.599609375,7222800,10934.5888671875
"164","^IBEX",2000-08-23,10934.599609375,10954.099609375,10695.599609375,10798.099609375,8254500,10798.0888671875
"165","^IBEX",2000-08-24,10798.099609375,10843.2998046875,10713.599609375,10720.099609375,7918200,10720.0888671875
"166","^IBEX",2000-08-25,10724.7001953125,10899.7001953125,10724.7001953125,10818.2998046875,6761900,10818.2890625
"167","^IBEX",2000-08-28,10845.7998046875,10919.599609375,10845.7998046875,10907.5,3808300,10907.4892578125
"168","^IBEX",2000-08-29,10907.5,10922,10783.599609375,10840.599609375,5063500,10840.5888671875
"169","^IBEX",2000-08-30,10840.599609375,10911.099609375,10783,10869.599609375,6173400,10869.5888671875
"170","^IBEX",2000-08-31,10869.599609375,10937.099609375,10753.099609375,10884.7001953125,8104500,10884.689453125
"171","^IBEX",2000-09-01,10938.599609375,11191,10938.599609375,11170.099609375,9607600,11170.087890625
"172","^IBEX",2000-09-04,11170.099609375,11297.7001953125,11143.2998046875,11246.2998046875,7462900,11246.2880859375
"173","^IBEX",2000-09-05,11246.2998046875,11296.2998046875,11128.5,11188.2001953125,9589600,11188.1884765625
"174","^IBEX",2000-09-06,11188.2001953125,11278.2001953125,11146.900390625,11238.5,5623000,11238.48828125
"175","^IBEX",2000-09-07,11238.5,11282.5,11161.099609375,11282.5,6954400,11282.48828125
"176","^IBEX",2000-09-08,11282.5,11322.2998046875,11094.400390625,11103.2998046875,5738000,11103.2880859375
"177","^IBEX",2000-09-11,11103.2998046875,11252.5,11071.099609375,11229.7998046875,6698700,11229.7880859375
"178","^IBEX",2000-09-12,11229.7998046875,11340.2998046875,11176.2998046875,11311.7998046875,6704500,11311.7880859375
"179","^IBEX",2000-09-13,11311.7998046875,11367.099609375,11188,11212.5,6555400,11212.48828125
"180","^IBEX",2000-09-14,11212.5,11451.599609375,11210.7001953125,11451.599609375,8217100,11451.587890625
"181","^IBEX",2000-09-15,11451.599609375,11510.2001953125,11346.2001953125,11463.099609375,14264600,11463.087890625
"182","^IBEX",2000-09-18,11373,11373,11188.099609375,11188.099609375,7578800,11188.087890625
"183","^IBEX",2000-09-19,11179.7998046875,11179.7998046875,11018.599609375,11065.5,7800900,11065.4892578125
"184","^IBEX",2000-09-20,11065.5,11162.5,10888.2001953125,10901.2998046875,7168400,10901.2890625
"185","^IBEX",2000-09-21,10901.2998046875,11000.900390625,10748.7001953125,10803.400390625,8389500,10803.3896484375
"186","^IBEX",2000-09-22,10803.400390625,11029.400390625,10629.599609375,11029.400390625,9528900,11029.3896484375
"187","^IBEX",2000-09-25,11057.599609375,11192.2001953125,11057.599609375,11159.099609375,7264500,11159.087890625
"188","^IBEX",2000-09-26,11141.7001953125,11141.7001953125,10956,10956,6626400,10955.9892578125
"189","^IBEX",2000-09-27,10956,11047.7998046875,10899.099609375,10957.599609375,6366500,10957.5888671875
"190","^IBEX",2000-09-28,10957.599609375,11052.099609375,10890.7998046875,11023.099609375,7966500,11023.0888671875
"191","^IBEX",2000-09-29,11023.099609375,11108.7001953125,10950,10950,6404500,10949.9892578125
"192","^IBEX",2000-10-02,10950,11152.5,10909.2998046875,11152.5,5784900,11152.48828125
"193","^IBEX",2000-10-03,11152.5,11300.400390625,11104,11271.2001953125,6224200,11271.1884765625
"194","^IBEX",2000-10-04,11266,11266,11108.2998046875,11159.2998046875,6555000,11159.2880859375
"195","^IBEX",2000-10-05,11194.099609375,11277.400390625,11194.099609375,11237.2998046875,7336600,11237.2880859375
"196","^IBEX",2000-10-06,11237.2998046875,11304.599609375,11141.099609375,11150,7096100,11149.98828125
"197","^IBEX",2000-10-09,11112.2001953125,11112.2001953125,10818,10838.7998046875,7210100,10838.7890625
"198","^IBEX",2000-10-10,10885,10980.599609375,10885,10950.7001953125,6905800,10950.689453125
"199","^IBEX",2000-10-11,10901.7998046875,10901.7998046875,10614.7998046875,10618.7001953125,10419200,10618.689453125
"200","^IBEX",2000-10-13,10423.5,10423.5,10242.900390625,10385.400390625,13545000,10385.3896484375
"201","^IBEX",2000-10-16,10414.5,10654.599609375,10414.5,10455.2001953125,8694700,10455.189453125
"202","^IBEX",2000-10-17,10455.2001953125,10556.2001953125,10375.400390625,10375.400390625,8181200,10375.3896484375
"203","^IBEX",2000-10-18,10339.400390625,10339.400390625,9826.599609375,10056.099609375,13345100,10056.08984375
"204","^IBEX",2000-10-19,10085.599609375,10396.2998046875,10085.599609375,10367.2998046875,10486500,10367.2890625
"205","^IBEX",2000-10-20,10367.2998046875,10574,10316.900390625,10443.599609375,13088300,10443.5888671875
"206","^IBEX",2000-10-23,10443.599609375,10497.2001953125,10291,10329.900390625,7729100,10329.8896484375
"207","^IBEX",2000-10-24,10329.900390625,10666.900390625,10320.2001953125,10666.900390625,9140800,10666.8896484375
"208","^IBEX",2000-10-25,10646.400390625,10646.400390625,10449.5,10517.400390625,8133600,10517.3896484375
"209","^IBEX",2000-10-26,10517.400390625,10537.400390625,10311,10324.7001953125,10360800,10324.689453125
"210","^IBEX",2000-10-27,10324.7001953125,10465.599609375,10315.7998046875,10395.7001953125,12371100,10395.689453125
"211","^IBEX",2000-10-30,10395.7001953125,10464.2001953125,10296.2001953125,10307.2998046875,7778800,10307.2890625
"212","^IBEX",2000-10-31,10346.599609375,10513.7998046875,10346.599609375,10363.099609375,12566000,10363.0888671875
"213","^IBEX",2000-11-02,10382.599609375,10578.7001953125,10382.599609375,10507,10792400,10506.9892578125
"214","^IBEX",2000-11-03,10507,10615.7001953125,10506.400390625,10542.7001953125,8548100,10542.689453125
"215","^IBEX",2000-11-06,10557.2001953125,10673.900390625,10557.2001953125,10610.5,8086700,10610.4892578125
"216","^IBEX",2000-11-07,10610.5,10635.2998046875,10541.599609375,10573.599609375,7133300,10573.5888671875
"217","^IBEX",2000-11-08,10573.599609375,10665.900390625,10462.599609375,10488.400390625,6848100,10488.3896484375
"218","^IBEX",2000-11-09,10460.2001953125,10460.2001953125,10192.2001953125,10273.5,7781600,10273.4892578125
"219","^IBEX",2000-11-10,10273.5,10296.400390625,9986,9986,10297500,9985.990234375
"220","^IBEX",2000-11-13,9986,10085.7001953125,9791.900390625,9897.2998046875,7897400,9897.2900390625
"221","^IBEX",2000-11-14,9966,10280.2001953125,9966,10274.7998046875,8861400,10274.7890625
"222","^IBEX",2000-11-15,10274.7998046875,10340.7001953125,10121.5,10294.099609375,10907000,10294.0888671875
"223","^IBEX",2000-11-16,10284.2998046875,10284.2998046875,10055.099609375,10135.2998046875,8978100,10135.2890625
"224","^IBEX",2000-11-17,10094.7998046875,10094.7998046875,9845.900390625,9845.900390625,12062900,9845.890625
"225","^IBEX",2000-11-20,9845.900390625,9941.900390625,9496.2001953125,9548.7001953125,12511100,9548.6904296875
"226","^IBEX",2000-11-21,9548.7001953125,9646.099609375,9400.400390625,9594,13792400,9593.990234375
"227","^IBEX",2000-11-22,9591.099609375,9591.099609375,9252.5,9252.5,12331200,9252.490234375
"228","^IBEX",2000-11-23,9252.5,9352.599609375,9179.599609375,9334.7998046875,8368600,9334.7900390625
"229","^IBEX",2000-11-24,9347,9654,9347,9642.2998046875,8602100,9642.2900390625
"230","^IBEX",2000-11-27,9642.2998046875,9797,9535.5,9541.900390625,7398700,9541.890625
"231","^IBEX",2000-11-28,9541.900390625,9592.400390625,9351.099609375,9358,7764300,9357.990234375
"232","^IBEX",2000-11-29,9358,9513.7001953125,9216.400390625,9477.2998046875,10222400,9477.2900390625
"233","^IBEX",2000-11-30,9463.099609375,9463.099609375,9208.7998046875,9214.5,11127300,9214.490234375
"234","^IBEX",2000-12-01,9260.5,9394.599609375,9260.5,9339.400390625,7661400,9339.390625
"235","^IBEX",2000-12-04,9339.400390625,9353.900390625,9009.5,9069.099609375,7038900,9069.0908203125
"236","^IBEX",2000-12-05,9162.5,9481.2001953125,9162.5,9461.099609375,9022300,9461.08984375
"237","^IBEX",2000-12-07,9461.099609375,9621.2998046875,9356.400390625,9497.2998046875,11651800,9497.2900390625
"238","^IBEX",2000-12-11,9646.900390625,9794.7998046875,9646.900390625,9788.099609375,12854800,9788.08984375
"239","^IBEX",2000-12-12,9788.099609375,9902,9732.2001953125,9753.5,10902800,9753.490234375
"240","^IBEX",2000-12-13,9753.5,9865.099609375,9708.2998046875,9716.900390625,10692400,9716.890625
"241","^IBEX",2000-12-14,9655.2001953125,9655.2001953125,9512,9518.2998046875,10692400,9518.2900390625
"242","^IBEX",2000-12-15,9411.099609375,9411.099609375,9155.7001953125,9155.7001953125,15642200,9155.69140625
"243","^IBEX",2000-12-18,9155.7001953125,9333.900390625,9024.5,9052.7998046875,8943700,9052.791015625
"244","^IBEX",2000-12-19,9052.7998046875,9267.900390625,9044.7998046875,9255.5,9562700,9255.490234375
"245","^IBEX",2000-12-20,9196.7001953125,9196.7001953125,8864.2998046875,8864.2998046875,9562700,8864.291015625
"246","^IBEX",2000-12-21,8864.2998046875,9005.900390625,8756.400390625,8964.2001953125,9562700,8964.19140625
"247","^IBEX",2000-12-22,8964.2001953125,9079,8931.2998046875,9039,9562700,9038.9912109375
"248","^IBEX",2000-12-27,9039,9142.7001953125,8985.599609375,9078.5,0,9078.4912109375
"249","^IBEX",2000-12-28,9078.5,9157.7998046875,8973,9075.599609375,0,9075.5908203125
"250","^IBEX",2000-12-29,9075.599609375,9180.599609375,9064,9109.7998046875,0,9109.791015625
"251","^IBEX",2001-01-02,9109.7998046875,9246.7001953125,8946.2001953125,9080.2001953125,0,9080.19140625
"252","^IBEX",2001-01-03,9080.2001953125,9200.900390625,8950.099609375,9200.900390625,0,9200.890625
"253","^IBEX",2001-01-04,9456.7998046875,9713.7998046875,9456.7998046875,9597.2001953125,0,9597.1904296875
"254","^IBEX",2001-01-05,9597.2001953125,9706.7001953125,9536.7998046875,9601.400390625,12372200,9601.390625
"255","^IBEX",2001-01-08,9601.400390625,9641.2998046875,9468.7001953125,9623.599609375,9830600,9623.58984375
"256","^IBEX",2001-01-09,9623.599609375,9694.900390625,9494.2001953125,9581.7998046875,9830600,9581.7900390625
"257","^IBEX",2001-01-10,9581.7998046875,9642.7998046875,9507.2001953125,9585.7998046875,9830600,9585.7900390625
"258","^IBEX",2001-01-11,9585.7998046875,9699.7998046875,9527.2001953125,9699.7998046875,9571800,9699.7900390625
"259","^IBEX",2001-01-12,9747.7001953125,9906.099609375,9747.7001953125,9890.2001953125,9571800,9890.1904296875
"260","^IBEX",2001-01-15,9890.2001953125,9936.5,9814.5,9892,11562400,9891.990234375
"261","^IBEX",2001-01-16,9888.2998046875,9888.2998046875,9722.400390625,9722.400390625,11562400,9722.390625
