obs,DCRED,DINF,DM1,DPROD,DSPCRED,DSPR,DENERO,DFEB1998,DFEB2003,R_MICROSOFT,R_SP500,R_USTB3M
1989M06,3951.40999999992,-0.324999510002192,-1.52999999999999,1.8047,0.0399999999999995,-0.49,0,0,0,-13.2351451484674,-0.795618918930666,0.736666666666667
1989M07,3032.96999999997,-0.000584386554836919,-3.87,-3.1331,0.00999999999999945,0.279999999999999,0,0,0,3.24854551444884,8.46814744841855,0.6725
1989M08,2616.42000000004,-0.0808062046243797,-1.06000000000001,2.82039999999999,-0.0199999999999995,-0.159999999999999,0,0,0,7.05137843276581,1.53974914171657,0.664166666666667
1989M09,2945.58999999997,0.159870490067456,2.54,0.0944000000000074,-0.02,0.23,0,0,0,15.3542592243911,-0.656582432986992,0.680833333333333
1989M10,3723.56000000006,0.158338578284896,-0.209999999999994,-0.435000000000002,-0.00999999999999945,0.0700000000000003,0,0,0,17.6832064509183,-2.54977483106878,0.669166666666667
1989M11,4751.59999999998,-0.240282971559409,-1.47,-0.7483,0.0299999999999995,-0.270000000000001,0,0,0,6.22423088772209,1.64059919246004,0.67
1989M12,4314.93000000005,-0.0798385095630744,-0.730000000000004,0.103799999999993,0.0400000000000008,0.0900000000000016,0,0,0,0,2.1190686979639,0.656666666666667
1990M01,3102.67999999993,0.866919824661666,0.430000000000007,0.0622000000000043,-0.0100000000000016,0.17,1,0,0,6.13005258637958,-7.12996775848666,0.653333333333333
1990M02,1058.33000000007,-0.555797938563493,1.60999999999999,0.876500000000007,-0.0299999999999992,0.31,0,0,0,6.53827592628517,0.850270641419964,0.668333333333333
1990M03,-25.1000000000931,0.0755329900909575,0.170000000000002,0.344799999999992,-0.0799999999999984,0.0299999999999994,0,0,0,11.4684005144014,2.39655427342762,0.668333333333333
1990M04,-1.07999999995809,-0.390105533940287,0.559999999999995,-1.4515,-1.66533453693773e-15,0.0699999999999985,0,0,0,-64.6832398378826,-2.72551682996691,0.67
1990M05,1004.02000000002,0.0771886060298782,1.38,0.668300000000002,0.0999999999999995,0.35,0,0,0,23.0016430601972,8.80009114227011,0.676666666666667
1990M06,3141.70999999996,0.307865092469287,-1.82,2.04339999999999,0.0200000000000014,-0.319999999999999,0,0,0,4.027389913794,-0.892602381019192,0.666666666666667
1990M07,3994.76000000001,-0.156160651205379,-0.560000000000002,-2.4357,-1.77635683940025e-15,-0.11,0,0,0,-13.3531392624523,-0.523686033768256,0.664166666666667
1990M08,1871.07000000007,0.531864358266544,-1.6,2.24810000000001,0.0400000000000009,0.230000000000001,0,0,0,-7.81647728493363,-9.90628249814138,0.639166666666667
1990M09,1677.65999999992,-0.0836446951719206,0.680000000000014,0.494599999999991,0.0800000000000001,0.519999999999999,0,0,0,2.40975515790605,-5.25406781458702,0.635833333333333
1990M10,2218.88,-0.231338594480248,-0.970000000000006,-0.964199999999991,0.13,0.109999999999999,0,0,0,1.18344576470028,-0.672078589085719,0.613333333333333
1990M11,1007.55000000005,-0.376586664831854,-0.480000000000004,-1.80510000000001,0.11,-0.0299999999999985,0,0,0,12.5163142954006,5.82068406566189,0.611666666666667
1990M12,-5432.08999999997,-0.224466985382394,-1.33,-0.971599999999995,0.0600000000000001,-0.350000000000001,0,0,0,4.06835766364436,2.45245569408459,0.600833333333333
1991M01,-1630.07000000007,0.596126951649923,-1.88,0.315799999999996,0.0299999999999998,0.38,1,0,0,26.5375315761303,4.0679049291051,0.555833333333333
1991M02,429.930000000051,-0.447648824891987,-0.93,-0.299599999999998,-0.17,0.329999999999999,0,0,0,5.57929397205191,6.51144172669157,0.53
1991M03,1321.40000000002,-0.000220130735665069,-0.379999999999995,-0.742400000000004,-0.0800000000000001,0.120000000000001,0,0,0,2.25863701587313,2.19599550538118,0.518333333333333
1991M04,-532.880000000005,-0.000219478978852217,-0.680000000000007,0.0803000000000083,-0.0799999999999998,0.319999999999999,0,0,0,-6.9450679134949,0.0319761247661685,0.494166666666667
1991M05,13.2099999999627,0.147382672699734,-0.709999999999994,0.356799999999993,-0.0800000000000001,0.23,0,0,0,10.3085201820691,3.78784647937639,0.474166666666667
1991M06,-1837.5,-0.000870166767466485,0.729999999999997,2.5099,-0.0499999999999989,0.12,0,0,0,-47.6934196160793,-4.90775101719119,0.479166666666667
1991M07,-1967.09999999998,-0.147600225039696,0.310000000000009,-2.36149999999999,-0.0600000000000005,0.0800000000000001,0,0,0,7.60145504243034,4.38822924789874,0.479166666666667
1991M08,-2005.64000000001,0.146304544191784,-0.720000000000006,2.4307,0.00999999999999945,-0.0699999999999994,0,0,0,14.8302709944835,1.9458251428518,0.475833333333333
1991M09,-1132.58000000007,0.145021473381759,-2.04,0.638899999999992,0,-0.140000000000001,0,0,0,4.30482535685137,-1.93293306243893,0.456666666666667
1991M10,-2272.35999999999,-0.29261036586313,-1.64,-0.516800000000003,0.0399999999999995,-0.089999999999999,0,0,0,5.32744766167607,1.17646908047279,0.435
1991M11,-342,0.145031429484524,-0.969999999999999,-1.1905,0.0299999999999994,0.3,0,0,0,3.53741361496552,-4.48966199573577,0.415833333333333
1991M12,-246.010000000009,-0.218155257161138,-2.63,-0.857500000000002,-0.0199999999999996,0.279999999999999,0,0,0,13.4494938547794,10.5789505234097,0.37
1992M01,953.739999999991,0.0723849396292333,-2.27,0.280799999999999,-0.0199999999999978,0.0100000000000007,1,0,0,7.7792987939521,-2.01249118359299,0.33
1992M02,657.670000000042,0.21647507245662,0.940000000000001,0.9375,0.00999999999999979,0.51,0,0,0,2.66682470821613,0.954382274490424,0.326666666666667
1992M03,-198.270000000019,0.142376768940086,1.59,0.608200000000011,-0.0400000000000013,-0.0199999999999996,0,0,0,-4.1328195492846,-2.20736800759015,0.345
1992M04,-1783.96999999997,-0.360307355429706,0.0800000000000018,-0.739100000000008,-0.0199999999999992,0.0599999999999996,0,0,0,-7.21624462482305,2.75107743618224,0.343333333333333
1992M05,9.76000000000931,-0.000205547416428559,-0.850000000000001,0.496800000000007,-0.0299999999999994,0.43,0,0,0,9.30400312697857,0.0963507240623647,0.315833333333333
1992M06,-391.589999999967,0.214004333607765,-0.559999999999999,1.91149999999999,-0.0200000000000014,-0.25,0,0,0,-54.7295303547382,-1.75112854841409,0.316666666666667
1992M07,791.849999999977,-0.143519416426296,-1.67,-2.03469999999999,-0.0600000000000001,-0.04,0,0,0,3.85336640022429,3.86183628377352,0.296666666666667
1992M08,1755.64000000001,0.0705415957523499,-2.11,2.2332,-0.07,-0.0899999999999999,0,0,0,2.37702193339119,-2.42901806706165,0.269166666666667
1992M09,375.099999999977,-0.000805934498685434,-0.77,0.1524,-7.7715611723761e-16,-0.0600000000000001,0,0,0,7.74580590390039,0.906441415440706,0.264166666666667
1992M10,-642.910000000033,0.0697453621698105,-1.7,0.32119999999999,0.150000000000001,0.22,0,0,0,9.75662439310075,0.210405586421764,0.228333333333333
1992M11,3141.98999999999,-0.212288090431184,2.82,-0.629799999999989,0.0100000000000012,0.22,0,0,0,4.80655556276026,2.98129205359048,0.258333333333333
1992M12,3420.71000000008,-0.211391693849724,1.31,-0.435200000000009,-0.0300000000000011,-0.27,0,0,0,-8.68942329609126,1.00570589096081,0.281666666666667
1993M01,3206.73999999999,0.562539724946222,-0.869999999999997,0.425300000000007,-0.0700000000000001,-0.0600000000000001,1,0,0,1.31496629156186,0.702126407871899,0.269166666666667
1993M02,4733.48999999999,-0.142074523198885,-1.61,0.908000000000001,-0.0799999999999994,-0.0600000000000001,0,0,0,-3.68558815153115,1.04290416548921,0.249166666666667
1993M03,-402.630000000005,-0.00122085304910791,-1,0.0591999999999899,-0.110000000000001,-0.53,0,0,0,10.3920112095857,1.85246345264527,0.251666666666667
1993M04,6100.65000000002,-0.0706327089841731,0.239999999999998,-1.08229999999999,0.110000000000001,0.22,0,0,0,-7.8692268575665,-2.57453728047745,0.2475
1993M05,2.10999999998603,-0.139371768702865,-0.559999999999999,-0.0240000000000009,0.100000000000001,-0.11,0,0,0,7.99887251098914,2.24632639883821,0.244166666666667
1993M06,4052.76000000001,-0.000192366697112423,1.4,2.1224,-0.0400000000000011,-0.0599999999999996,0,0,0,-5.11682865743995,0.075495163013738,0.261666666666667
1993M07,5706.91999999993,-0.138600160787707,-0.800000000000001,-2.2436,0.02,-0.22,0,0,0,-17.3271721274037,-0.534129861324972,0.256666666666667
1993M08,4716.80000000005,0.276625349289018,0.610000000000003,2.574,-0.01,4.44089209850063e-16,0,0,0,1.50217416958378,3.38524575734353,0.261666666666667
1993M09,6367.44999999995,-0.0696573554364122,-1.22,0.364099999999993,-0.07,-0.36,0,0,0,9.37114584406278,-1.00381334824063,0.255
1993M10,7013.65000000002,0.205687337249109,-0.170000000000002,0.108000000000004,-0.04,0.00999999999999979,0,0,0,-2.92727825430177,1.92072890801287,0.2475
1993M11,8906.79000000004,-0.344044693761856,1.25,-0.539599999999993,0.09,0.14,0,0,0,-0.149887612373595,-1.29947397738198,0.263333333333333
1993M12,9127.16000000003,-0.0686106373398586,0.279999999999998,-0.2029,0.0300000000000007,0.11,0,0,0,0.772012301513817,1.00405911168772,0.265833333333333
1994M01,6371.23999999999,0.273972774112039,0.0399999999999991,0.689999999999998,-0.0300000000000007,0.110000000000001,1,0,0,5.43152679043145,3.19838244916713,0.260833333333333
1994M02,8331.03999999992,0.0674410092137509,-0.0299999999999976,0.509999999999991,-0.0499999999999999,-0.080000000000001,0,0,0,-3.1263732252699,-3.05056592893107,0.263333333333333
1994M03,10980.3,-0.00116166874180729,2.59,0.88600000000001,-0.03,0.0900000000000003,0,0,0,2.69074529199243,-4.68258746729649,0.296666666666667
1994M04,9656.37,-0.204474768537954,1.33,-0.87060000000001,-0.01,0.419999999999999,0,0,0,8.75028982578199,1.14646391112369,0.2975
1994M05,11874.17,-0.067957743582204,3.31,0.462300000000013,-0.010000000000001,-0.149999999999999,0,0,0,-54.2864977510607,1.23209369874206,0.346666666666667
1994M06,11352.3199999999,0.27059019596023,0.269999999999996,2.65759999999999,0.0500000000000016,-0.180000000000001,0,0,0,-4.02407681162144,-2.71562143175015,0.355833333333333
1994M07,6918.71999999997,-0.0685041015075498,0.510000000000005,-2.91329999999999,0.0100000000000007,0.170000000000001,0,0,0,-0.252109122186733,3.10042229136748,0.356666666666667
1994M08,13668.4300000001,0.133591824301398,0.0799999999999983,3.3909,-0.0200000000000012,-0.31,0,0,0,12.1100074043569,3.6909142638888,0.3725
1994M09,12753.23,-0.13540084589212,0.619999999999997,0.530799999999999,-0.0299999999999995,-0.160000000000001,0,0,0,-3.50114527591513,-2.72453433148997,0.390833333333333
1994M10,10973.37,-0.201184662123368,2.56,-0.00110000000000809,-0.0100000000000016,0.13,0,0,0,11.5464297437425,2.06197282599586,0.4225
1994M11,12832.28,0.0667778462817521,1.01,-0.41579999999999,0.0100000000000016,0.0400000000000009,0,0,0,-0.190657827058154,-4.03060907843845,0.4375
1994M12,15764.83,-0.133689859484167,2.08000000000001,0.259499999999989,-1.77635683940025e-15,-0.5,0,0,0,-2.82254040803171,1.22241269813406,0.475
1995M01,13090.55,0.400000533334609,1.19,0.315300000000008,-0.0199999999999996,-0.23,1,0,0,-2.90452747050203,2.39876402752982,0.491666666666667
1995M02,8182.78000000003,-0.00159363184717254,-1.17,0.819199999999995,-0.0299999999999992,-0.34,0,0,0,5.91772570559189,3.54387112640969,0.5
1995M03,15127.33,-0.0676093785329182,-1.6,0.548299999999998,-0.01,-0.279999999999999,0,0,0,12.1233864814117,2.69624672241113,0.494166666666667
1995M04,9950.92000000004,-0.00109066311664174,-0.490000000000002,-2.1639,-0.0099999999999999,-0.11,0,0,0,13.9297218571714,2.75765440878384,0.490833333333333
1995M05,13691.6899999998,-0.132403277252041,-0.949999999999999,0.654600000000002,-0.0200000000000011,-0.130000000000001,0,0,0,3.53317211561449,3.56679764844696,0.485833333333333
1995M06,11819.1700000002,-0.000388520597762454,-2.23,2.7501,0.0500000000000016,-0.589999999999999,0,0,0,6.49148229803569,2.10553620768154,0.476666666666667
1995M07,8844.09999999986,-0.196915061988074,-0.649999999999995,-3.41930000000001,0.0299999999999985,-8.88178419700125e-16,0,0,0,0.143749679201595,3.12816319361878,0.4675
1995M08,12339.7200000002,0.261951688755034,0.839999999999996,4.0638,-0.00999999999999979,0.380000000000001,0,0,0,2.18587938124991,-0.0320301798208022,0.465833333333333
1995M09,17406.5099999998,-0.0659372516075959,-0.450000000000003,0.781199999999998,-0.00999999999999979,-0.0499999999999998,0,0,0,-2.18587938124991,3.93144873348537,0.455833333333333
1995M10,6819.99000000022,0.129824886658487,-0.269999999999996,-1.10109999999999,0.0200000000000006,-0.220000000000001,0,0,0,9.98203352822109,-0.499181933884362,0.456666666666667
1995M11,18509.6299999999,-0.390922306903779,-0.600000000000001,-0.634,0.03,-0.109999999999999,0,0,0,-13.7883707363386,4.02288693871833,0.455833333333333
1995M12,8513.54000000004,-4.23855341377399e-05,-0.430000000000003,-0.261700000000005,0.01,-0.180000000000001,0,0,0,0.720538372127011,1.72934793668803,0.4575
1996M01,12800.6699999999,0.64973242497439,-1.16,-0.636700000000005,-0.01,0.0999999999999996,1,0,0,5.27167821724043,3.20966886737878,0.433333333333333
1996M02,10281.76,-0.261296073127684,-0.859999999999999,1.754,-0.02,0.13,0,0,0,6.47749796655363,0.690981636018677,0.423333333333333
1996M03,9110.14000000013,0.191822158498262,0.840000000000003,0.334699999999998,0.04,0.500000000000001,0,0,0,4.39097344470162,0.78853845399399,0.416666666666667
1996M04,8817.65999999992,-0.130517282965153,1.77,-1.0175,0.00999999999999945,0.14,0,0,0,9.37044057322114,1.33420462301756,0.429166666666667
1996M05,9936.05000000005,-0.192861245820655,0.760000000000002,0.688000000000002,-0.0099999999999989,0.41,0,0,0,4.74226785516072,2.2596159723396,0.4275
1996M06,9532.10999999987,-0.127918032399913,0.729999999999997,3.4114,0.00999999999999945,0.0200000000000005,0,0,0,1.1470800200379,0.225415284849398,0.435
1996M07,11109.24,0.127429018106024,0.130000000000003,-3.62570000000001,0.00999999999999923,-0.0700000000000003,0,0,0,-1.89089208766514,-4.68275207869619,0.440833333333333
1996M08,8738.26000000001,-0.000365127040864999,-0.220000000000002,3.93510000000001,0.0200000000000007,-0.100000000000001,0,0,0,3.85287077463035,1.86391760839198,0.441666666666667
1996M09,4647.72999999998,0.126459363161757,0.73,1.1677,-0.0300000000000005,0.16,0,0,0,7.37813882187486,5.27853018507916,0.444166666666667
1996M10,5185.89000000013,-0.00100398723491318,-1.65,-1.07979999999999,-0.0099999999999989,-0.0700000000000003,0,0,0,3.99116621861097,2.57661819815282,0.421666666666667
1996M11,10931.1299999999,-0.127021616141156,-0.420000000000002,-0.100099999999998,0.00999999999999945,-0.29,0,0,0,13.3677101498451,7.08089649496644,0.43
1996M12,10820,-0.189334231378104,-0.689999999999998,-0.152500000000003,-5.55111512312578e-16,-0.159999999999999,0,0,0,-64.1229399919472,-2.17399866364059,0.420833333333333
1997M01,5811.25,0.314762614299357,0.979999999999997,0.187699999999992,-0.0199999999999995,0.149999999999999,1,0,0,21.0721031315653,5.95106475228724,0.433333333333333
1997M02,4621.12000000011,-0.000987647102636602,-0.189999999999998,1.6469,-0.0399999999999993,0.0800000000000001,0,0,0,-4.51204352804696,0.591004776719672,0.4275
1997M03,788.969999999972,-0.0634619453848642,0.859999999999999,0.888599999999997,-7.7715611723761e-16,0.0299999999999994,0,0,0,-6.14390559419921,-4.35486204714008,0.435833333333333
1997M04,9031.08000000007,-0.125391081768653,1.14,-0.834800000000001,-0.0200000000000006,0.23,0,0,0,28.1500940718794,5.67635650699688,0.4425
1997M05,5415.07999999984,-0.187363403202202,-0.280000000000001,-0.0064999999999884,0.00999999999999979,-0.12,0,0,0,2.03673028244337,5.69254435509269,0.440833333333333
1997M06,3587.18000000017,0.187285424442836,-0.849999999999998,2.71169999999999,-0.00999999999999979,0.0600000000000005,0,0,0,1.89325461655525,4.25350546164127,0.423333333333333
1997M07,5398.0399999998,-0.000155665827515902,-0.430000000000007,-3.53359999999999,5.55111512312578e-16,-0.300000000000001,0,0,0,11.2237188972219,7.5242741666076,0.4325
1997M08,6582.88000000012,0.0620531220232296,-0.619999999999994,4.8073,-0.00999999999999945,-0.369999999999999,0,0,0,-6.72110191514997,-5.91828652810952,0.4375
1997M09,7516.5,0.0617059152866446,0.439999999999998,1.5732,-0.0500000000000005,0.31,0,0,0,0.0907372463011359,5.17890190504449,0.430833333333333
1997M10,8559.37999999989,-0.000615731319500989,-0.869999999999997,0.0117999999999938,0.02,-0.18,0,0,0,-1.76132035987372,-3.50860415547837,0.4225
1997M11,3038.56000000006,-0.309731943875068,0.0699999999999967,0.315200000000004,-0.02,-0.350000000000001,0,0,0,8.47652666277099,4.36214224879439,0.44
1997M12,9644.94999999995,-0.0620154107264245,0.210000000000001,-0.061000000000007,0.01,-0.0499999999999998,0,0,0,-9.05512036947538,1.56091712826798,0.439166666666667
1998M01,636.75,0.30973184873797,-0.0500000000000007,-0.333999999999989,0.0199999999999999,-0.24,1,0,0,14.3472148006218,1.0098972903237,0.45
1998M02,4632.91000000015,-0.000344635923720943,-1.26,1.1079,0,0.0499999999999998,0,1,0,-56.5514915134197,6.80784289473766,0.4325
1998M03,6502.21999999997,-0.000343359887134159,0.710000000000001,0.805599999999998,0.0200000000000006,0.15,0,0,0,5.453287902025,4.87384296329416,0.433333333333333
1998M04,25961.8899999999,-0.000342090924364602,-0.359999999999999,-2.1902,0.0399999999999995,-0.0699999999999994,0,0,0,0.690349028323405,0.903552566870945,0.4275
1998M05,1778.80000000005,-0.000340828983170727,0.329999999999998,1.4273,-0.0300000000000006,0.22,0,0,0,-6.0728655190435,-1.90056434206095,0.420833333333333
1998M06,10787.29,-0.0616704560325476,-0.240000000000002,1.7071,-0.00999999999999945,-0.24,0,0,0,24.5137837561295,3.86803948884536,0.425833333333333
1998M07,5169.3899999999,-0.000150551507793584,-0.299999999999997,-3.3879,5.55111512312578e-16,-0.13,0,0,0,1.43834644976104,-1.16833811426341,0.425833333333333
1998M08,7557.98999999999,-0.000150182734860074,-0.260000000000002,5.1123,0.0199999999999995,0.0299999999999994,0,0,0,-13.6211766358596,-15.7586070074294,0.4225
1998M09,10787.1800000002,-0.000149815315170221,-1.85,-0.313000000000002,0.0699999999999995,-0.21,0,0,0,13.7302675557695,6.05262992001875,0.408333333333333
1998M10,8448.04000000004,0.121876191280767,-2.78,0.513400000000004,0.120000000000001,-0.0699999999999994,0,0,0,-3.88137452763243,7.72334074953236,0.365
1998M11,4206.19999999995,-0.244200365555178,0.779999999999998,-1.0977,0.12,0.19,0,0,0,14.1809118377968,5.74440720071517,0.38
1998M12,9593.48999999999,-0.0609942074414387,-0.289999999999996,-0.166600000000003,0.08,-0.12,0,0,0,12.8220181934987,5.48435277319209,0.374166666666667
1999M01,15434.53,0.304748136785282,0.679999999999996,0.335499999999996,0.04,8.88178419700125e-16,1,0,0,23.254474725527,4.0190831279159,0.379166666666667
1999M02,10977.4099999999,-0.122099413123431,0.250000000000004,1.0536,-0.0600000000000007,0.18,0,0,0,-15.3284388499301,-3.28150906653778,0.375833333333333
1999M03,7989.91999999993,0.181835853294991,1.63,1.44280000000001,-0.0799999999999993,0.399999999999999,0,0,0,-51.5923076066217,3.80606005671568,0.3875
1999M04,6113.03000000003,0.421150482561328,-0.949999999999999,-2.0592,-0.0699999999999993,0.0400000000000009,0,0,0,-9.73094991382508,3.72418159488364,0.3725
1999M05,10545.8500000001,-0.724640852076731,0.730000000000004,1.00150000000001,-0.0500000000000007,0.0599999999999996,0,0,0,-0.765435835933103,-2.52874658537209,0.385
1999M06,8943.32999999984,0,1.49,2.6317,-8.88178419700125e-16,0.29,0,0,0,11.1303904317202,5.30082397916655,0.39
1999M07,11912.9600000002,0.30039073354005,0.279999999999994,-3.849,-0.0299999999999991,-0.0200000000000005,0,0,0,-4.97830063585872,-3.2570815353281,0.3975
1999M08,11366.1499999999,-0.0607261490800926,0.130000000000003,4.6966,-0.01,0.0500000000000007,0,0,0,7.57215330663916,-0.627377837779682,0.4
1999M09,7566.02000000002,0.23794826375476,0.590000000000003,-0.521299999999997,0.0600000000000001,-0.140000000000001,0,0,0,-2.18444684305483,-2.89672670823345,0.413333333333333
1999M10,7712.18999999994,-0.299094502679456,-0.449999999999999,0.976299999999995,0.0200000000000009,0.0300000000000002,0,0,0,2.18444684305483,6.06617667470159,0.406666666666667
1999M11,9838.90000000014,-0.119082979744,1.07,-0.561800000000005,-0.0400000000000009,-0.17,0,0,0,-1.64482767118042,1.88824727610263,0.4275
1999M12,4861.72999999998,-0.0594353657912609,1.08,0.335599999999999,-0.15,0.04,0,0,0,24.862609037539,5.62327996541055,0.440833333333333
2000M01,11959.03,0.296648096509642,1.24,0.0211000000000041,-0.09,0.220000000000001,1,0,0,-17.6394829111279,-5.2244822952784,0.4525
2000M02,10247.1299999999,0.294021075029378,1.11,0.905100000000004,0.0599999999999994,-0.240000000000001,0,0,0,-9.08550120444275,-2.03130626104484,0.474166666666667
2000M03,11533.03,0.230449811500462,-0.0399999999999991,1.8028,0.0800000000000001,-0.279999999999999,0,0,0,17.3009752411226,9.23238121222235,0.481666666666667
2000M04,10388.3799999999,-0.762724820796235,-0.419999999999998,-1.57610000000001,0.0700000000000012,-0.56,0,0,0,-42.0877387103051,-3.12799772580779,0.489166666666667
