"","date","RAAPL","RM.RF","SMB","HML","RF","RAAPL.RF"
"3233",1993-10-13,0,0.2,0.41,-0.46,0.011,-0.011
"3234",1993-10-14,-0.0104706121491506,0.89,-0.39,-0.84,0.011,-0.0214706121491506
"3235",1993-10-15,0.173508339689369,0.46,0.02,-0.42,0.011,0.162508339689369
"3236",1993-10-18,0.00441473876562293,-0.32,0.28,-0.44,0.011,-0.00658526123437707
"3237",1993-10-19,-0.0222712132173773,-0.79,-0.58,0.97,0.011,-0.0332712132173773
"3238",1993-10-20,0,-0.13,-0.23,0.16,0.011,-0.011
"3239",1993-10-21,0.0862587098561976,-0.06,0.16,-0.14,0.011,0.0752587098561976
"3240",1993-10-22,0,-0.25,0.58,0,0.011,-0.011
"3241",1993-10-25,-0.00829827829637145,0.03,-0.05,-0.13,0.011,-0.0192982782963715
"3242",1993-10-26,-0.00836771633704108,-0.16,-0.13,-0.03,0.011,-0.0193677163370411
"3243",1993-10-27,0.0650630894099271,0.25,0.26,-0.19,0.011,0.0540630894099271
"3244",1993-10-28,-0.0239039846588879,0.53,-0.12,-0.17,0.011,-0.0349039846588879
"3245",1993-10-29,-0.00809668151575957,0.24,0.72,-0.02,0.011,-0.0190966815157596
"3246",1993-11-01,0.024095990604669,0.28,-0.25,-0.33,0.012,0.012095990604669
"3247",1993-11-02,0.0389163933484327,-0.09,0.51,-0.48,0.012,0.0269163933484327
"3248",1993-11-03,-0.0349562450967947,-1.26,0.59,-0.8,0.012,-0.0469562450967947
"3249",1993-11-04,0.0195688607853554,-1.35,-0.11,0.28,0.012,0.0075688607853554
"3250",1993-11-05,-0.0116953043314505,0.45,-0.74,-0.14,0.012,-0.0236953043314505
"3251",1993-11-08,-0.0359296953102119,0.27,0.23,-0.13,0.012,-0.0479296953102119
"3252",1993-11-09,-0.0205369600969145,0.18,0.39,-0.34,0.012,-0.0325369600969145
"3253",1993-11-10,0.0205369600969144,0.65,-0.09,-0.44,0.012,0.0085369600969144
"3254",1993-11-11,0.0201200972050768,-0.08,0.3,0,0.012,0.0081200972050768
"3255",1993-11-12,0.0118805689695708,0.46,-0.26,0.21,0.012,-0.000119431030429201
"3256",1993-11-15,0.00784268139766084,-0.42,0.04,0.03,0.012,-0.00415731860233916
"3257",1993-11-16,0.0606242100512323,0.38,-0.99,0.06,0.012,0.0486242100512323
"3258",1993-11-17,-0.0148141516314925,-0.55,-0.11,0.41,0.012,-0.0268141516314925
"3259",1993-11-18,0,-0.4,-0.29,0.26,0.012,-0.012
"3260",1993-11-19,-0.0150369149041189,-0.3,0.07,0.02,0.012,-0.0270369149041189
"3261",1993-11-22,-0.0152664800571694,-1.09,-0.72,0.83,0.012,-0.0272664800571694
"3262",1993-11-23,0.0152664800571694,0.54,-0.27,0.08,0.012,0.0032664800571694
"3263",1993-11-24,0,0.49,0.12,-0.08,0.012,-0.012
"3264",1993-11-26,-0.0114279546191017,0.25,-0.12,-0.04,0.012,-0.0234279546191017
"3265",1993-11-29,-0.02718787029418,-0.19,0.04,0.11,0.012,-0.03918787029418
"3266",1993-11-30,-0.00790467556997842,-0.08,0.37,-0.24,0.012,-0.0199046755699784
"3267",1993-12-01,0,0.32,0.64,-0.26,0.01,-0.01
"3268",1993-12-02,0.00790467556997837,0.23,-0.18,-0.08,0.01,-0.00209532443002163
"3269",1993-12-03,-0.00790467556997842,0.4,0.03,-0.27,0.01,-0.0179046755699784
"3270",1993-12-06,0.0235290090369933,0.29,-0.36,0.18,0.01,0.0135290090369933
"3271",1993-12-07,0,0.03,-0.1,0.19,0.01,-0.01
"3272",1993-12-08,-0.0116953043314505,-0.06,0.24,0.05,0.01,-0.0216953043314505
"3273",1993-12-09,-0.0606244022084505,-0.44,0.19,0.2,0.01,-0.0706244022084505
"3274",1993-12-10,-0.0601039571080717,-0.07,-0.19,0.26,0.01,-0.0701039571080717
"3275",1993-12-13,0.0432979144979002,0.19,-0.57,0.19,0.01,0.0332979144979002
"3276",1993-12-14,-0.0127925204430288,-0.61,-0.3,0.28,0.01,-0.0227925204430288
"3277",1993-12-15,0.0212308467161592,-0.21,0.09,-0.15,0.01,0.0112308467161592
"3278",1993-12-16,-0.0126843425063729,0.24,0,-0.06,0.01,-0.0226843425063729
"3279",1993-12-17,0.00424601623324247,0.64,-0.09,0.3,0.01,-0.00575398376675753
"3280",1993-12-20,-0.0344878412515513,-0.08,-0.07,0.1,0.01,-0.0444878412515513
"3281",1993-12-21,-0.0357157961587448,-0.25,-0.36,0.18,0.01,-0.0457157961587448
"3282",1993-12-22,0.0180173418669917,0.29,-0.39,0.03,0.01,0.0080173418669917
"3283",1993-12-23,-0.0271492275996123,0.14,0.22,-0.2,0.01,-0.0371492275996123
"3284",1993-12-27,0.0448476818913655,0.58,-0.34,-0.01,0.01,0.0348476818913655
"3285",1993-12-28,0.0216953208085225,0.23,0.19,-0.02,0.01,0.0116953208085225
"3286",1993-12-29,-0.0216953208085226,0.11,0.81,-0.19,0.01,-0.0316953208085226
"3287",1993-12-30,0.0429261675246818,-0.25,0.43,-0.22,0.01,0.0329261675246818
"3288",1993-12-31,-0.0169484642972777,-0.09,1.33,-0.19,0.01,-0.0269484642972777
"3289",1994-01-03,0.0211410747748512,-0.45,-0.21,0.39,0.012,0.0091410747748512
"3290",1994-01-04,0.0529658033623752,0.24,-0.06,0.16,0.012,0.0409658033623752
"3291",1994-01-05,0.0689919233383539,0.21,0.28,-0.11,0.012,0.0569919233383539
"3292",1994-01-06,-0.0300755299899211,-0.07,0.33,-0.22,0.012,-0.0420755299899211
"3293",1994-01-07,0.011384586635771,0.48,-0.19,0.19,0.012,-0.000615413364229
"3294",1994-01-10,0.0149805983513105,0.88,-0.71,-0.19,0.012,0.0029805983513105
"3295",1994-01-11,-0.0534478736299714,-0.16,0.19,-0.15,0.012,-0.0654478736299714
"3296",1994-01-12,-0.0440961406954946,0.04,0.15,-0.08,0.012,-0.0560961406954946
"3297",1994-01-13,0.00409338759301205,-0.17,0.4,0.1,0.012,-0.00790661240698795
"3298",1994-01-14,0.0121697393080299,0.47,-0.2,-0.05,0.012,0.000169739308029901
"3299",1994-01-17,-0.0203696519552605,-0.25,0.44,0.02,0.012,-0.0323696519552605
"3300",1994-01-18,-0.0334737953021516,0.1,0.03,-0.06,0.012,-0.0454737953021516
"3301",1994-01-19,-0.00426412179090482,-0.08,0.24,0.07,0.012,-0.0162641217909048
"3302",1994-01-20,0.0211410747748512,0.21,0.15,-0.13,0.012,0.0091410747748512
"3303",1994-01-21,0.110785134550798,-0.05,0.28,-0.11,0.012,0.098785134550798
"3304",1994-01-24,0.0475411844694033,-0.47,0.16,0.47,0.012,0.0355411844694033
"3305",1994-01-25,-0.0326719631020541,-0.26,-0.1,0.12,0.012,-0.0446719631020541
"3306",1994-01-26,-0.0111311371683932,0.41,-0.17,0.03,0.012,-0.0231311371683932
"3307",1994-01-27,0.018486933310452,0.78,-0.71,0.19,0.012,0.006486933310452
"3308",1994-01-28,-0.00367278167895952,0.42,0,0.2,0.012,-0.0156727816789595
"3309",1994-01-31,-0.0374551736704387,0.57,0,0.27,0.012,-0.0494551736704387
"3310",1994-02-01,0.0151508279218431,-0.28,0.38,-0.17,0.011,0.0041508279218431
"3311",1994-02-02,-0.00754672078701562,0.43,-0.04,-0.05,0.011,-0.0185467207870156
"3312",1994-02-03,0.015036914904119,-0.21,0.25,-0.18,0.011,0.004036914904119
"3313",1994-02-04,0,-2.32,0.25,0.17,0.011,-0.011
"3314",1994-02-07,0.0857677377255477,0.33,-0.45,-0.11,0.011,0.0747677377255477
"3315",1994-02-08,-0.0207637724627416,0.05,0.79,-0.13,0.011,-0.0317637724627416
"3316",1994-02-09,0.0138913375771422,0.44,0.26,0.03,0.011,0.0028913375771422
"3317",1994-02-10,0.00687243488559937,-0.67,0.44,-0.08,0.011,-0.00412756511440063
"3318",1994-02-11,0.0136047812671845,0.03,-0.49,-0.09,0.011,0.0026047812671845
"3319",1994-02-14,0,0.11,0.01,-0.27,0.011,-0.011
"3320",1994-02-15,0.00337247044630978,0.47,0,-0.32,0.011,-0.00762752955369022
"3321",1994-02-16,-0.0101517249991627,0.06,0.64,-0.11,0.011,-0.0211517249991627
"3322",1994-02-17,0.00677925455285288,-0.46,0.18,-0.06,0.011,-0.00422074544714712
"3323",1994-02-18,-0.0204772161527837,-0.48,0.25,0,0.011,-0.0314772161527837
"3324",1994-02-22,0.0272108217058821,0.63,-0.56,0.11,0.011,0.0162108217058821
"3325",1994-02-23,0,-0.14,0.15,-0.34,0.011,-0.011
"3326",1994-02-24,-0.0169197999975553,-1.25,0.25,0.27,0.011,-0.0279197999975553
"3327",1994-02-25,-0.0172110139786871,0.36,-0.15,-0.06,0.011,-0.0282110139786871
"3328",1994-02-28,0.0137924271559596,0.38,0.7,-0.2,0.011,0.0027924271559596
"3329",1994-03-01,-0.00687243488559933,-0.52,-0.05,0.1,0.012,-0.0188724348855993
"3330",1994-03-02,-0.0173937482777481,-0.13,-0.64,-0.05,0.012,-0.0293937482777481
"3331",1994-03-03,0.00350241070060585,-0.24,0.35,-0.15,0.012,-0.00849758929939415
"3332",1994-03-04,0.0275892991770732,0.46,0.12,-0.12,0.012,0.0155892991770732
"3333",1994-03-07,0.0301540942757405,0.56,0.14,-0.01,0.012,0.0181540942757405
"3334",1994-03-08,-0.0233748397228876,-0.23,0.11,0.26,0.012,-0.0353748397228876
"3335",1994-03-09,0.0134221727638473,0.16,0.02,-0.23,0.012,0.0014221727638473
"3336",1994-03-10,-0.00668856721074892,-0.62,0.36,0.01,0.012,-0.0186885672107489
"3337",1994-03-11,0,0.44,-0.39,0.24,0.012,-0.012
"3338",1994-03-14,0.0232197786707773,0.29,0,0.09,0.012,0.0112197786707773
"3339",1994-03-15,-0.013200652995549,0.03,0.19,0.19,0.012,-0.025200652995549
"3340",1994-03-16,-0.0235319857811796,0.56,0.08,0.12,0.012,-0.0355319857811796
"3341",1994-03-17,-0.0068255267143316,0.3,-0.03,-0.39,0.012,-0.0188255267143316
"3342",1994-03-18,-0.00343031365926074,0.05,0.53,-0.11,0.012,-0.0154303136592607
"3343",1994-03-21,-0.0243505902127401,-0.5,-0.26,0.25,0.012,-0.0363505902127401
"3344",1994-03-22,-0.0141837335830996,0.04,0.08,0.41,0.012,-0.0261837335830996
"3345",1994-03-23,0.00356483840646321,0.03,0.31,0.1,0.012,-0.00843516159353679
"3346",1994-03-24,-0.0143362422478202,-0.98,-0.2,0.27,0.012,-0.0263362422478202
"3347",1994-03-25,-0.0556727184680363,-0.62,0.56,-0.02,0.012,-0.0676727184680363
"3348",1994-03-28,0.0151508279218431,-0.47,-1.18,0.48,0.012,0.0031508279218431
"3349",1994-03-29,-0.015150827921843,-1.8,-0.3,0.52,0.012,-0.027150827921843
"3350",1994-03-30,-0.00766237292234198,-1.53,-0.26,0.19,0.012,-0.019662372922342
"3351",1994-03-31,0.022813200844185,-0.13,-0.65,-0.44,0.012,0.010813200844185
"3352",1994-04-04,0,-1.58,-0.04,0,0.014,-0.014
"3353",1994-04-05,0.00749019411710338,2.37,0.48,-0.68,0.014,-0.00650980588289662
"3354",1994-04-06,0,0.03,0.19,0.04,0.014,-0.014
"3355",1994-04-07,-0.00373808419895612,0.6,0.01,-0.01,0.014,-0.0177380841989561
"3356",1994-04-08,0.00373808419895599,-0.81,0.38,0.16,0.014,-0.010261915801044
"3357",1994-04-11,0,0.33,-0.53,0.35,0.014,-0.014
"3358",1994-04-12,-0.0458100584197398,-0.54,-0.19,0.6,0.014,-0.0598100584197398
"3359",1994-04-13,-0.00784268139766079,-0.61,-0.69,0.37,0.014,-0.0218426813976608
"3360",1994-04-14,-0.00790467556997842,0.04,-0.02,0.45,0.014,-0.0219046755699784
"3361",1994-04-15,-0.040492419206536,0.03,-0.09,0.11,0.014,-0.054492419206536
"3362",1994-04-18,-0.0208762571275985,-0.82,0,0.57,0.014,-0.0348762571275985
"3363",1994-04-19,-0.0213213843399347,-0.26,-0.92,0.3,0.014,-0.0353213843399347
"3364",1994-04-20,-0.0262045939369099,-0.42,-1.24,0.82,0.014,-0.0402045939369099
"3365",1994-04-21,0.0475259782768447,1.47,-0.47,-0.56,0.014,0.0335259782768447
"3366",1994-04-22,0.004210262494186,-0.05,0.81,-0.52,0.014,-0.009789737505814
"3367",1994-04-25,0.0411591047510392,1,0,-0.38,0.014,0.0271591047510392
"3368",1994-04-26,0.00803165143960145,0.05,0.65,-0.03,0.014,-0.00596834856039855
"3369",1994-04-28,-0.032524761557228,-0.55,0.92,-0.27,0.014,-0.046524761557228
"3370",1994-04-29,-0.00829827829637145,0.47,-0.16,0.29,0.014,-0.0222982782963714
"3371",1994-05-02,0.0327913884139981,0.5,0.07,-0.54,0.015,0.0177913884139981
"3372",1994-05-03,-0.0244931101176265,-0.01,0.13,0.04,0.015,-0.0394931101176265
"3373",1994-05-04,0.0870129196897961,-0.15,0.3,-0.23,0.015,0.0720129196897961
"3374",1994-05-05,-0.00379482577916262,-0.1,0.07,-0.09,0.015,-0.0187948257791626
"3375",1994-05-06,-0.0172606775526646,-0.91,0.12,0.3,0.015,-0.0322606775526646
"3376",1994-05-09,-0.0334326548007409,-1.24,0.26,-0.07,0.015,-0.0484326548007409
"3377",1994-05-10,-0.00803165143960151,0.59,-0.48,-0.27,0.015,-0.0230316514396015
"3378",1994-05-11,-0.0244931101176265,-1.06,0.04,0.09,0.015,-0.0394931101176265
"3379",1994-05-12,-0.0187689100933584,0.38,-0.14,-0.08,0.015,-0.0337689100933584
"3380",1994-05-13,0.010470631796987,0.04,-0.45,0.4,0.015,-0.004529368203013
"3381",1994-05-16,-0.0168060426101715,-0.16,-0.47,0.23,0.015,-0.0318060426101715
"3382",1994-05-17,-0.00424601623324255,0.81,-1.18,0.5,0.015,-0.0192460162332425
"3383",1994-05-18,0.041673707949382,1.14,-0.29,-0.07,0.015,0.026673707949382
"3384",1994-05-19,0.047814800643774,0.61,0.05,-0.29,0.015,0.032814800643774
"3385",1994-05-20,-0.03363109281353,-0.24,0.13,0.17,0.015,-0.04863109281353
"3386",1994-05-23,-0.0182770954232562,-0.33,0.15,-0.01,0.015,-0.0332770954232562
"3387",1994-05-24,0.0081664453852827,0.4,-0.35,-0.01,0.015,-0.0068335546147173
"3388",1994-05-25,0.016128332955361,0.27,-0.39,0.36,0.015,0.001128332955361
"3389",1994-05-26,-0.0242947783406437,0.23,0.06,0.24,0.015,-0.0392947783406437
"3390",1994-05-27,-0.0186136355056551,0.08,0.16,-0.05,0.015,-0.0336136355056551
"3391",1994-05-31,-0.0232308066416196,-0.16,0.08,-0.02,0.015,-0.0382308066416196
"3392",1994-06-01,-0.0347877764737528,0.27,-0.14,0.27,0.014,-0.0487877764737528
"3393",1994-06-02,-0.0314612418977963,0.15,0.73,-0.32,0.014,-0.0454612418977963
"3394",1994-06-03,0.00909037929300814,0.47,-0.35,-0.33,0.014,-0.00490962070699186
"3395",1994-06-06,-0.00909037929300813,0,0.09,0.44,0.014,-0.0230903792930081
"3396",1994-06-07,0.00455551898540017,-0.25,-0.08,0.06,0.014,-0.00944448101459983
"3397",1994-06-08,-0.0512941518031884,-0.45,-0.23,0.64,0.014,-0.0652941518031884
"3398",1994-06-09,0.0329420717199472,0.02,-0.26,0.02,0.014,0.0189420717199472
"3399",1994-06-10,-0.0186909590065617,0.25,0.23,-0.05,0.014,-0.0326909590065617
"3400",1994-06-13,0.0186909590065617,0.06,-0.23,0.34,0.014,0.0046909590065617
"3401",1994-06-14,0.00231199605783158,0.57,-0.35,0.07,0.014,-0.0116880039421684
"3402",1994-06-15,0.0273389071042375,-0.31,0.38,0.1,0.014,0.0133389071042375
"3403",1994-06-16,-0.053069702908391,0.22,-0.01,-0.22,0.014,-0.067069702908391
"3404",1994-06-17,0.00472784073976037,-0.7,0.34,0.08,0.014,-0.00927215926023963
"3405",1994-06-20,0.0233137471562121,-0.93,-0.44,0.25,0.014,0.0093137471562121
"3406",1994-06-21,-0.0423607229687134,-0.95,-0.25,0.19,0.014,-0.0563607229687134
"3407",1994-06-22,0.00956883563172467,0.34,0.05,0.11,0.014,-0.00443116436827533
"3408",1994-06-23,-0.0438042146994613,-0.89,-0.19,0.49,0.014,-0.0578042146994613
"3409",1994-06-24,0.019096135322813,-1.41,0.14,-0.02,0.014,0.005096135322813
"3410",1994-06-27,0.0247080793766484,0.89,-0.7,-0.43,0.014,0.0107080793766484
"3411",1994-06-28,0.0188672880419849,-0.24,-0.14,-0.18,0.014,0.0048672880419849
"3412",1994-06-29,-0.0236402605745939,0.36,0.04,-0.1,0.014,-0.0376402605745939
"3413",1994-06-30,0.0142511127133856,-0.51,0.89,0.3,0.014,0.0002511127133856
"3414",1994-07-01,-0.0287082593909898,0.42,-0.29,0.31,0.014,-0.0427082593909898
"3415",1994-07-05,0.0287082593909898,-0.04,-0.21,0.12,0.014,0.0147082593909898
"3416",1994-07-06,-0.0142511127133855,-0.03,-0.14,0.31,0.014,-0.0282511127133855
"3417",1994-07-07,0.0259738375249678,0.49,-0.16,-0.14,0.014,0.0119738375249678
"3418",1994-07-08,0.00928023025281087,0.17,-0.16,-0.43,0.014,-0.00471976974718913
"3419",1994-07-11,-0.0023119960578315,-0.3,0.21,0.01,0.014,-0.0163119960578315
"3420",1994-07-12,0.0496725417612601,0.07,0.2,-0.23,0.014,0.0356725417612601
"3421",1994-07-13,0.0452185865454619,0.37,0.21,-0.3,0.014,0.0312185865454619
"3422",1994-07-14,-0.0364471520381784,0.98,-0.29,0.1,0.014,-0.0504471520381784
"3423",1994-07-15,-0.0131861732729064,0.08,-0.03,0.37,0.014,-0.0271861732729064
"3424",1994-07-18,0.00441473876562293,0.19,-0.31,0.05,0.014,-0.00958526123437707
"3425",1994-07-19,-0.0245258598335078,-0.27,0.25,-0.01,0.014,-0.0385258598335078
"3426",1994-07-20,-0.0391320475319912,-0.54,0.01,0.11,0.014,-0.0531320475319912
"3427",1994-07-21,0.0503547875544718,0.19,-0.21,0.1,0.014,0.0363547875544718
"3428",1994-07-22,0.101783726567474,0.05,-0.17,0.18,0.014,0.087783726567474
"3429",1994-07-25,0.0219336659104275,0.17,-0.26,0.05,0.014,0.0079336659104275
"3430",1994-07-26,-0.00991025022111026,-0.17,0.08,0.11,0.014,-0.0239102502211103
"3431",1994-07-27,-0.0100094471671033,-0.25,-0.21,0.29,0.014,-0.0240094471671033
"3432",1994-07-28,0.0258190452722385,0.24,-0.36,0,0.014,0.0118190452722385
"3433",1994-07-29,0.0553047669629091,0.95,0.03,-0.39,0.014,0.0413047669629091
"3434",1994-08-01,-0.00931914048002905,0.53,-0.39,0.1,0.016,-0.025319140480029
"3435",1994-08-02,-0.0246442062597368,0.1,0.12,-0.01,0.016,-0.0406442062597368
"3436",1994-08-03,0.0171258550555176,0.01,0.04,0.28,0.016,0.0011258550555176
"3437",1994-08-04,0.00376624128607212,-0.52,0.22,0.32,0.016,-0.0122337587139279
"3438",1994-08-05,0,-0.32,0.1,-0.11,0.016,-0.016
"3439",1994-08-08,0.0149247020680781,0.2,-0.09,0.02,0.016,-0.0010752979319219
"3440",1994-08-09,-0.00371034500283965,0.09,0.09,-0.18,0.016,-0.0197103450028396
"3441",1994-08-10,0.0293075334809549,0.55,0.09,-0.57,0.016,0.0133075334809549
"3442",1994-08-11,-0.0090656560476174,-0.26,0.24,-0.28,0.016,-0.0250656560476174
"3443",1994-08-12,0.0126690308419106,0.55,-0.2,-0.14,0.016,-0.0033309691580894
"3444",1994-08-15,-0.00360337479429324,-0.02,0.33,0.05,0.016,-0.0196033747942932
"3445",1994-08-16,0.00360337479429319,0.6,-0.53,-0.32,0.016,-0.0123966252057068
"3446",1994-08-17,0.00716802904706386,0.17,0.43,-0.47,0.016,-0.00883197095293614
"3447",1994-08-18,-0.0107714038413572,-0.35,0.48,-0.19,0.016,-0.0267714038413572
"3448",1994-08-19,0.00719381188412794,0.12,0.09,-0.05,0.016,-0.00880618811587206
"3449",1994-08-22,0,-0.2,0.25,-0.21,0.016,-0.016
"3450",1994-08-23,0.00357759195722941,0.54,0.09,-0.22,0.016,-0.0124224080427706
"3451",1994-08-24,-0.00357759195722928,0.71,-0.29,-0.31,0.016,-0.0195775919572293
"3452",1994-08-25,0.00536159966872782,-0.07,0.36,-0.13,0.016,-0.0106384003312722
"3453",1994-08-26,0.0194168572808604,1.08,-0.56,-0.42,0.016,0.0034168572808604
"3454",1994-08-29,-0.0105442489638307,0.17,0,0.11,0.016,-0.0265442489638307
"3455",1994-08-30,0.0244355865409727,0.35,0.02,-0.02,0.016,0.0084355865409727
"3456",1994-08-31,-0.00172551390754278,-0.1,0.49,0.34,0.016,-0.0177255139075428
"3457",1994-09-01,-0.0333666886619582,-0.49,0.09,0.04,0.017,-0.0503666886619582
"3458",1994-09-02,0.0106566160285283,-0.32,0.49,0,0.017,-0.0063433839714717
"3459",1994-09-06,0.00528602206581065,0.03,-0.13,-0.12,0.017,-0.0117139779341894
"3460",1994-09-07,0.0156955541146667,-0.02,0.49,-0.28,0.017,-0.0013044458853333
"3461",1994-09-08,0,0.46,0.07,-0.25,0.017,-0.017
"3462",1994-09-09,-0.0104373272166467,-0.93,0.61,0.09,0.017,-0.0274373272166467
"3463",1994-09-12,0,-0.44,0.19,-0.11,0.017,-0.017
"3464",1994-09-13,0.00174661598515069,0.3,0.28,-0.34,0.017,-0.0152533840148493
"3465",1994-09-14,-0.0193826425710465,0.26,-0.03,0.02,0.017,-0.0363826425710465
"3466",1994-09-15,0.0246073718926778,1.14,-0.28,-0.54,0.017,0.0076073718926778
"3467",1994-09-16,0.0103621134966987,-0.52,0.62,0.07,0.017,-0.0066378865033013
"3468",1994-09-19,-0.0243505902127401,-0.13,0.01,-0.09,0.017,-0.0413505902127401
"3469",1994-09-20,-0.0267617056637056,-1.44,0.57,0.14,0.017,-0.0437617056637056
"3470",1994-09-21,-0.0127381948793892,-0.55,-0.23,0.21,0.017,-0.0297381948793892
"3471",1994-09-22,-0.00735579614205878,-0.1,0.09,-0.07,0.017,-0.0243557961420588
"3472",1994-09-23,0.00184320280503332,-0.33,0.02,0.11,0.017,-0.0151567971949667
"3473",1994-09-26,0,0.2,-0.4,-0.13,0.017,-0.017
"3474",1994-09-27,-0.00184320280503325,0.16,-0.09,-0.44,0.017,-0.0188432028050333
"3475",1994-09-28,0,0.59,-0.06,-0.2,0.017,-0.017
"3476",1994-09-29,0.0073557961420588,-0.37,0.21,0.17,0.017,-0.0096442038579412
"3477",1994-09-30,-0.012905877029379,0.21,0.66,-0.25,0.017,-0.029905877029379
"3478",1994-10-03,-0.0168374916842483,-0.27,-0.3,0.02,0.018,-0.0348374916842483
"3479",1994-10-04,0.0186909433541502,-1.47,0.19,0.37,0.018,0.000690943354150202
"3480",1994-10-05,0.115312850764645,-0.38,-0.36,-0.22,0.018,0.097312850764645
"3481",1994-10-06,-0.0438520558756714,-0.23,0.36,0.06,0.018,-0.0618520558756714
"3482",1994-10-07,0.0204772161527837,0.6,-0.26,-0.17,0.018,0.0024772161527837
"3483",1994-10-10,0.0494332729241651,0.75,-0.1,-0.43,0.018,0.0314332729241651
"3484",1994-10-11,0.019110488524794,1.28,-0.52,-0.77,0.018,0.001110488524794
"3485",1994-10-12,0.0611799571008709,-0.01,0.2,-0.07,0.018,0.0431799571008709
"3486",1994-10-13,-0.024023627974792,0.35,-0.31,0.16,0.018,-0.042023627974792
"3487",1994-10-14,0,0.17,-0.42,0.15,0.018,-0.018
"3488",1994-10-17,-0.0340069246552732,-0.07,0.09,-0.08,0.018,-0.0520069246552732
"3489",1994-10-18,0.0370416302849133,-0.2,-0.19,0.1,0.018,0.0190416302849133
"3490",1994-10-19,0,0.49,-0.12,-0.24,0.018,-0.018
"3491",1994-10-20,-0.00608138044446155,-0.67,0.29,0.15,0.018,-0.0240813804444616
"3492",1994-10-21,0.0388691012149031,-0.41,0.11,-0.04,0.018,0.0208691012149031
"3493",1994-10-24,-0.0088360220819319,-0.77,0.43,-0.21,0.018,-0.0268360220819319
"3494",1994-10-25,0.00883602208193181,-0.03,-0.44,0.17,0.018,-0.00916397791806819
"3495",1994-10-26,0.0145579760751895,0.27,-0.25,-0.28,0.018,-0.0034420239248105
"3496",1994-10-27,-0.0116299006868863,0.63,-0.19,-0.16,0.018,-0.0296299006868863
"3497",1994-10-28,-0.0147268738135927,1.52,-0.74,-0.2,0.018,-0.0327268738135927
"3498",1994-10-31,0.0249107363405422,-0.18,0.31,0.05,0.018,0.0069107363405422
"3499",1994-11-01,-0.00144813221474517,-0.77,0.33,-0.36,0.018,-0.0194481322147452
"3500",1994-11-02,-0.0414260024231942,-0.24,0.41,-0.06,0.018,-0.0594260024231942
"3501",1994-11-03,0.00301639785656129,0.25,-0.14,0.23,0.018,-0.0149836021434387
"3502",1994-11-04,-0.0274836149203065,-0.93,0.62,-0.04,0.018,-0.0454836149203065
"3503",1994-11-07,0.00924447101010361,-0.04,-0.48,0.02,0.018,-0.00875552898989639
"3504",1994-11-08,0.0361489206943965,0.5,-0.29,-0.27,0.018,0.0181489206943965
"3505",1994-11-09,-0.0149024502278681,-0.09,-0.08,-0.05,0.018,-0.0329024502278681
"3506",1994-11-10,-0.00753534221273016,-0.26,-0.03,-0.03,0.018,-0.0255353422127302
"3507",1994-11-11,-0.00454861187755148,-0.42,0.14,-0.24,0.018,-0.0225486118775515
"3508",1994-11-14,0.0328857522021747,0.67,-0.37,-0.51,0.018,0.0148857522021747
"3509",1994-11-15,-0.0268255225247799,-0.11,0.23,0.06,0.018,-0.0448255225247799
"3510",1994-11-16,-0.0106323618783986,0.02,0.02,-0.4,0.018,-0.0286323618783986
"3511",1994-11-17,-0.0231655844718765,-0.46,0.18,-0.26,0.018,-0.0411655844718765
"3512",1994-11-18,0,-0.44,0.23,-0.38,0.018,-0.018
"3513",1994-11-21,-0.048008989678282,-0.75,0.11,-0.07,0.018,-0.066008989678282
"3514",1994-11-22,-0.0198699029594102,-1.84,0,0.57,0.018,-0.0378699029594102
"3515",1994-11-23,-0.0134673637653562,-0.15,-1.11,1.03,0.018,-0.0314673637653562
"3516",1994-11-25,0.0234531495065963,0.62,-0.01,-0.2,0.018,0.0054531495065963
"3517",1994-11-28,0.00165415220934271,0.35,-0.2,-0.2,0.018,-0.0163458477906573
"3518",1994-11-29,0.0115030791463641,0.25,0.16,0.02,0.018,-0.0064969208536359
"3519",1994-11-30,-0.026492892808314,-0.21,0.53,0.42,0.018,-0.044492892808314
"3520",1994-12-01,-0.028936335613425,-1.04,0.09,0.15,0.021,-0.049936335613425
"3521",1994-12-02,0.0103087030457777,0.71,-0.47,-0.14,0.021,-0.0106912969542223
"3522",1994-12-05,0.0169484771672392,0.08,-0.16,0.14,0.021,-0.0040515228327608
"3523",1994-12-06,0.0100328975706784,-0.17,-0.35,0.24,0.021,-0.0109671024293216
"3524",1994-12-07,-0.0252735421678255,-0.54,-0.34,0.33,0.021,-0.0462735421678255
"3525",1994-12-08,-0.0206890507130649,-1.43,-0.29,0.35,0.021,-0.0416890507130649
"3526",1994-12-09,0.010398029004738,0.16,-0.69,0.09,0.021,-0.010601970995262
"3527",1994-12-12,0.00687243488559937,0.39,-0.51,-0.03,0.021,-0.0141275651144006
"3528",1994-12-13,-0.00343031365926074,0.22,-0.32,0.31,0.021,-0.0244303136592607
"3529",1994-12-14,0.0404099346493328,1.02,-0.27,-0.21,0.021,0.0194099346493328
"3530",1994-12-15,-0.0200023692765778,0.33,0.87,-0.04,0.021,-0.0410023692765778
"3531",1994-12-16,0.00336113510678867,0.46,-0.61,-0.12,0.021,-0.0176388648932113
"3532",1994-12-19,0.0491095407307804,-0.22,-0.1,0.43,0.021,0.0281095407307804
