ER_MOBIL,ER_M
-0.0508699999190867,-0.0498700016178191
-0.021940000820905,0.00505999987944961
0.0437399987131357,0.0447400007396936
0.072089999448508,0.0580900008790195
-0.0161299998871982,0.0618700017221272
-0.0482700015418231,0.00173000013455749
0.0227200007066131,0.0657200021669269
0.0499300016090274,0.072930003516376
0.0575500028207898,-0.00445000012405217
-0.0758499982766807,-0.195849995594472
0.0298100006766617,0.0768099990673363
0.0341000012122095,0.00809999974444509
0.0533900004811585,0.050389998126775
-0.00961000029928982,0.00338999973610044
0.0213099992834032,0.115310003515333
0.0713600036688149,0.0183600005693734
-0.0937200030311942,0.00628000032156706
0.0808499995619059,0.0678500030189753
0.0107199992053211,-0.0202800002880394
0.103110001422465,0.0871099987998605
0.17198000755161,0.0309800012037158
-0.0401299996301532,-0.106130002997816
0.0428099986165762,0.10780999623239
0.0555300009436905,0.0785300028510392
0.0661700032651424,0.115169998258352
0.355269996449351,0.101270003244281
-0.187809999100864,-0.254810000769794
0.111470002681017,0.0724699981510639
-0.00329999998211861,0.0556999989785254
-0.0290300003252923,0.0809700028039515
0.0479800011962652,0.0589799974113703
-0.0663100001402199,0.017690000589937
-0.00160000007599592,0.00639999937266111
0.0500500006601214,-0.00294999964535236
0.181630003266037,0.0806299997493625
-0.0907700005918741,-0.0657700020819902
-0.092920002527535,-0.0249200006946921
-0.0779600013047457,-0.0199599992483854
-0.0522499997168779,0.056750001385808
-0.035840000025928,-0.0188400000333786
-0.104550000280142,0.051450002938509
0.0417199991643429,-0.0142800002358854
0.00945999938994646,-0.0445400001481175
-0.0686900001019239,-0.0426899995654821
-0.116539998911321,-0.174540004692972
0.0149700008332729,0.0519699994474649
0.0298399990424514,0.0608399985358119
-0.0974000035785139,-0.0464000008068979
-0.0254900008440018,-0.0884900037199259
-0.0254600010812283,-0.110460003837943
-0.0486699985340238,-0.0386700006201863
-0.0207200003787875,0.0312800006940961
0.0829199999570847,-0.00608000019565225
-0.0471399985253811,-0.0871400013566017
-0.0801399988122284,-0.0131399999372661
0.151970005128533,0.116970001254231
0.0373700014315546,0.00237000035122037
0.0137999993748963,0.129800007212907
-0.0461399992927909,0.0428599985316396
0.0625199982896447,0.00752000045031309
0.0485399998724461,0.0585399977862835
0.00300999963656068,0.0220100008882582
0.0881399987265468,0.0361400013789535
0.084479998331517,0.0904800030402839
-0.0584900011308491,0.0735099981538951
0.0702699995599687,0.0412700003944337
-0.0671399985440075,-0.024140000808984
0.11132000060752,-0.0406800019554794
-0.0570200006477535,-0.00701999990269542
-0.0387800014577806,-0.0887800022028387
-0.0398299996741116,0.0591699997894466
0.00206999946385622,-0.0189300002530217
0.0768799986690283,-0.0361199993640184
0.0172800002619624,-0.0367199992761016
-0.0356300007551908,-0.00462999986484647
0.0215899990871549,-0.0104100001044571
-0.152269997633994,-0.0642699981108308
0.00251999963074923,-0.00248000025749207
-0.0997100002132356,-0.0657099983654916
0.252480007708073,0.137479998171329
0.004700000397861,-0.0082999998703599
0.00712000066414475,-0.0418799999170005
-0.0480199996381998,-0.0250199995934963
-0.0581200011074543,-0.00712000008206815
0.0469399993307889,0.0909400028176606
0.0651400024071336,0.00614000018686056
-0.00650000013411045,0.00150000024586916
0.0209900005720556,-0.0160099999047816
0.0238799992948771,0.0138799995183945
-0.0373600013554096,-0.00835999986156821
-0.0036199998576194,0.00638000015169382
-0.0184500003233552,-0.000450000166893005
-0.00170999998226762,-0.0607099998742342
0.0942300013266504,0.0202300003729761
-0.0134000005200505,0.053600000217557
-0.0447899992577732,0.00821000011637807
-0.0264799995347857,-0.0144799994304776
-0.00822999980300665,0.0437699989415705
-0.0310800005681813,0.042920000385493
0.0375599996186793,-0.0134399994276464
0.0773100024089217,0.0443099988624454
0.00722000002861023,-0.000779999885708094
-0.0265799998305738,-0.0805799975059927
0.169569992925972,0.04556999867782
0.0488399993628263,-0.0511599984019995
0.0158199993893504,0.0138199990615249
0.0397999999113381,-0.00419999985024333
0.0151799994055182,-0.00881999987177551
0.0884600020945072,0.143460001796484
-0.0263700000941753,0.0606299974024296
0.119769997894764,0.032770000398159
-0.00907000014558434,-0.0270700003020465
-0.00737999984994531,-0.000379999633878469
0.0869799982756376,0.0339799989014864
0.0274500013329089,0.0504499995149672
0.0253999992273748,0.0103999995626509
-0.0872000022791326,-0.02019999967888
-0.181580003118142,-0.263579990481958
-0.152880006004125,-0.0728800003416836
0.156229994492605,0.0702299990225583
