HDI_group;Country;HDI;LifExp;Educ;GNIpc;Pop;PopUrbRat;PopL5;PopB1564;PopG65;DepRatB014;DepRatG65;FertRat;EmpRat;LFPRat;EmpAgrRat;EmpServRat;UnempRat;UnempRatB1524;NINIsRatB1524;HiSkLoSkEmpRat
1;Uganda;0.5282;62.9730;6.0903;1752.2110;42.7290;23.8000;7.5383;21.8467;0.8294;91.7890;3.7960;5.0100;69.8000;71.0000;70.8000;21.9000;1.7000;2.6000;33.4700;0.6684
1;Mauritania;0.5271;64.7040;4.6140;3746.0837;4.4033;53.7000;0.6687;2.5000;0.1383;70.5990;5.5320;4.5850;41.5000;46.3000;55.4000;33.5000;10.3000;16.0000;;
1;Madagascar;0.5207;66.6810;6.1000;1403.9160;26.2623;37.2000;3.9343;14.7975;0.7844;72.1770;5.3010;4.1085;85.0000;86.4000;68.2000;24.4000;1.7000;2.7000;6.7800;0.0797
1;Benin;0.5198;61.4700;3.7740;2134.5894;11.4850;47.3000;1.8416;6.2362;0.3737;78.1740;5.9920;4.8675;69.7000;71.2000;41.4000;39.2000;2.1000;4.2000;;
1;Lesotho;0.5180;53.7050;6.3480;3243.8391;2.1083;28.2000;0.2523;1.3152;0.1033;52.4450;7.8570;3.1641;51.2000;67.0000;66.9000;23.1000;23.6000;33.2000;;0.2428
1;C™te d'Ivoire;0.5157;57.4220;5.1920;3589.4050;25.0692;50.8000;3.9730;13.8392;0.7167;75.9670;5.1790;4.6800;55.9000;57.3000;48.0000;45.8000;2.5000;3.5000;36.0000;0.8623
1;Senegal;0.5138;67.6650;3.0689;3255.9876;15.8543;47.2000;2.5567;8.5388;0.4894;79.9430;5.7310;4.6500;43.4000;46.4000;32.0000;54.4000;6.5000;8.0000;36.2400;0.4534
1;Togo;0.5127;60.7600;4.9499;1592.5367;7.8891;41.7000;1.1889;4.4018;0.2264;74.0820;5.1430;4.3515;76.4000;77.7000;34.5000;46.0000;1.7000;2.5000;9.8500;3.5161
1;Sudan;0.5075;65.0950;3.7200;3961.6157;41.8015;34.6000;6.1581;23.3713;1.4970;72.4540;6.4050;4.4345;41.1000;47.2000;43.1000;41.9000;12.9000;26.7000;;
1;Haiti;0.5027;63.6600;5.4417;1664.8929;11.1232;55.3000;1.2691;6.8751;0.5505;53.7830;8.0080;2.9600;58.7000;67.9000;49.8000;39.9000;13.5000;29.5000;;
1;Afghanistan;0.4960;64.4860;3.9300;1745.6657;37.1719;25.5000;5.6014;20.1936;0.9609;79.3190;4.7580;4.5552;64.9000;66.0000;38.6000;43.8000;1.5000;2.6000;42.0100;0.3878
1;Djibouti;0.4954;66.5820;4.0000;3600.7134;0.9589;77.8000;0.1014;0.6319;0.0434;44.8780;6.8710;2.7577;56.0000;63.0000;49.9000;42.0000;11.1000;21.3000;;
1;Malawi;0.4854;63.7980;4.6300;1159.1201;18.1432;16.9000;2.8352;9.6980;0.4800;82.1340;4.9490;4.2500;73.1000;77.3000;71.9000;19.8000;5.4000;7.2000;32.9000;0.1854
1;Ethiopia;0.4698;66.2400;2.7954;1781.7562;109.2244;20.8000;16.3391;60.8553;3.8241;73.1980;6.2840;4.3000;78.9000;80.3000;66.2000;21.8000;1.8000;2.8000;10.4800;0.1594
1;Gambia;0.4657;61.7350;3.6660;1489.5724;2.2801;61.3000;0.3929;1.2117;0.0591;83.3040;4.8740;5.2500;54.2000;59.5000;29.7000;54.4000;8.9000;12.3000;;0.5849
1;Guinea;0.4655;61.1850;2.7074;2211.0021;12.4143;36.1000;2.0198;6.6074;0.3632;82.3880;5.4980;4.7384;62.3000;64.6000;66.5000;26.6000;3.6000;4.4000;;
1;Liberia;0.4647;63.7300;4.6680;1040.0851;4.8190;51.2000;0.7206;2.6804;0.1568;73.9370;5.8490;4.3500;54.9000;56.1000;46.2000;42.6000;2.0000;2.9000;13.1500;0.7536
1;Yemen;0.4627;66.0960;3.2000;1433.2959;28.4987;36.6000;4.0838;16.3893;0.8197;68.8850;5.0010;3.8372;33.5000;38.5000;35.5000;53.9000;12.9000;23.7000;44.7700;1.5280
1;Guinea-Bissau;0.4614;58.0030;3.3035;1593.1840;1.8743;43.4000;0.2981;1.0278;0.0529;77.2090;5.1490;4.5100;70.0000;73.0000;68.0000;23.2000;4.1000;7.4000;;
1;Congo;0.4587;60.3680;6.7595;800.0214;84.0681;44.5000;15.1850;42.7205;2.5370;90.8480;5.9390;5.9635;61.0000;63.6000;68.7000;20.9000;4.2000;7.8000;;0.9020
1;Mozambique;0.4460;60.1630;3.5409;1153.6976;29.4960;36.0000;4.9438;15.4672;0.8527;85.1870;5.5130;4.8858;76.0000;78.5000;71.7000;20.4000;3.2000;6.8000;;0.8814
1;Sierra Leone;0.4385;54.3090;3.6000;1381.2991;7.6502;42.1000;1.1344;4.2821;0.2269;73.3550;5.3000;4.3190;55.6000;58.1000;58.9000;35.4000;4.3000;8.5000;10.0900;2.9286
1;Burkina Faso;0.4335;61.1740;1.5856;1705.4854;19.7515;29.4000;3.3446;10.3981;0.4754;85.3800;4.5720;5.2315;62.6000;66.6000;28.7000;38.3000;6.1000;8.0000;;
1;Eritrea;0.4336;65.9410;3.9000;1707.7110;3.4528;40.1000;0.4833;1.8528;0.1552;77.9830;8.3760;4.1000;75.3000;80.6000;62.7000;29.0000;6.5000;11.6000;;
1;Mali;0.4272;58.8930;2.3530;1965.3851;19.0777;42.4000;3.4602;9.5292;0.4783;95.1840;5.0200;5.9215;64.2000;71.0000;65.3000;28.2000;9.6000;24.8000;33.9800;2.0722
1;Burundi;0.4229;61.2470;3.1244;659.7323;11.1754;13.0000;1.9835;5.8393;0.2511;87.0820;4.3000;5.4500;77.8000;79.0000;92.0000;6.0000;1.5000;2.9000;6.1900;5.3125
1;South Sudan;0.4128;57.6040;4.8491;1455.2299;10.9759;19.6000;1.7025;6.0128;0.3730;76.3400;6.2040;4.7359;63.8000;73.0000;49.6000;35.0000;12.7000;19.6000;;
1;Chad;0.4012;53.9770;2.4095;1715.5682;15.4777;23.1000;2.8147;7.7997;0.3839;93.5170;4.9220;5.7973;69.7000;71.3000;81.6000;15.3000;2.2000;4.0000;;
1;Central African Republic;0.3807;52.8050;4.2820;776.6760;4.6664;41.4000;0.7274;2.4676;0.1319;83.7640;5.3440;4.7541;67.4000;72.1000;72.8000;18.0000;6.5000;11.5000;;
1;Niger;0.3766;62.0240;2.0290;912.0419;22.4428;16.4000;4.5034;10.6425;0.5824;105.4060;5.4720;6.9500;78.5000;78.7000;75.9000;16.0000;0.3000;0.4000;25.2000;
