GALIM,GTOTAL
2657.7761,32265.678
764.21609,9276.2434
1400.3029,16983.627
1712.5002,20750.695
1027.4799,12432.087
2246.8974,27179.487
863.11226,10437.566
1983.8446,23926.166
1189.1553,14340.192
2026.9569,24427.968
1616.754,19441.87
967.38047,11615.694
1137.1123,13650.602
1513.7713,18157.553
2518.6273,30199.568
780.88797,9362.9904
150.48141,1804.1396
1078.8903,12920.297
2987.1589,35751.622
1247.4544,14928.638
1050.1443,12555.453
1283.0322,15330.244
532.31518,6356.856
933.70035,11144.269
1131.9038,13497.271
701.42067,8361.5693
1548.2338,18455.978
2063.0971,24576.254
1253.5562,14932.036
1472.7805,17542.169
1808.4488,21535.99
1726.4673,20546.803
1026.4258,12211.554
1226.2291,14583.256
2260.561,26861.291
1279.628,15195.86
679.74487,8071.6713
148.59887,1759.654
2485.5001,29430.955
1539.6386,18228.977
1229.1214,14541.86
1089.6752,12882.71
1370.0002,16181.65
1493.5794,17641.026
700.81246,8266.9138
653.37536,7705.9005
895.57782,10551.251
2102.4374,24766.759
501.3536,5900.5252
969.60167,11409.639
2274.2246,26749.459
776.29297,9103.079
1472.7805,17264.442
1401.6249,16421.996
4007.2202,46907.631
1550.8451,18130.862
941.43429,11005.252
734.24149,8580.7847
1146.0228,13371.64
991.92232,11573.37
1185.6471,13830.707
1370.0002,15962.929
634.83029,7384.8625
877.30603,10204.51
1638.717,19046.442
1492.2015,17326.537
596.88061,6928.6376
1403.727,16293.276
1808.4488,20978.684
1500.1077,17401.298
6632.5978,76910.72
1552.5859,17981.67
1548.2338,17899.289
1712.4395,19791.165
763.01087,8809.3914
1811.3275,20895.273
981.8537,11312.944
2452.4582,28232.932
1824.2612,20994.748
1520.6638,17476.676
1118.8942,12857.996
2328.8789,26690.145
1808.4488,20722.892
2767.5703,31712.079
1109.7851,12715.477
537.43359,6153.8462
1370.0002,15675.008
1143.9441,13071.053
1822.1124,20817.424
994.80102,11350.839
435.58358,4969.6221
541.67513,6176.5833
1193.7612,13608.65
969.50124,11051.962
1781.1217,20282.36
2566.0644,29212.851
3151.1218,35866.543
1515.9201,17232.623
917.88798,10427.865
1050.1443,11928.02
698.66367,7933.2716
1938.5563,22006.179
1606.395,18187.519
2053.6047,23219.648
793.53786,8966.3268
2740.1872,30952.528
1164.4395,13149.521
852.83422,9611.6775
1306.7507,14714.859
1032.7631,11625.579
3140.7873,35331.171
1517.339,17065.802
1026.4258,11541.963
1304.0998,14655.545
1301.6823,14608.588
1285.181,14413.964
1575.5609,17636.701
1072.0585,11997.837
1356.3366,15178.869
1742.3343,19488.415
671.33652,7500.7723
2397.8039,26790.238
1638.8104,18297.189
1472.7805,16442.385
1074.8672,11996.293
787.78046,8792.0914
1235.5951,13778.19
577.90577,6441.7671
1575.5609,17561.94
1004.856,11185.048
1524.1707,16964.164
932.62595,10373.185
934.41661,10388.22
1492.2015,16583.256
2151.381,23908.557
1239.8927,13771.084
1205.6325,13377.819
844.81321,9366.6976
1790.2307,19818.35
1333.483,14752.755
748.96581,8280.9186
1226.2291,13555.762
1331.0439,14704.974
1678.3413,18526.413
629.65682,6947.7912
2294.72,25317.578
968.20377,10680.26
2425.131,26745.752
1353.0901,14921.223
1050.4456,11559.345
993.34119,10917.516
465.77578,5115.848
2041.3367,22420.76
2613.5015,28704.356
1630.2152,17880.754
693.19824,7590.2379
1121.2999,12245.907
1068.592,11650.293
2157.7807,23516.219
1638.8104,17859.129
1324.4549,14426.939
1472.7805,16038.307
1969.4512,21417.98
280.75287,3051.2203
1620.0364,17566.883
2377.005,25750.386
1130.2805,12233.241
1119.1511,12108.125
1307.0263,14138.77
1630.2152,17596.54
1049.4226,11322.83
3053.328,32939.759
1050.3739,11320.358
349.33184,3759.0361
1375.7576,14790.238
1235.5951,13281.742
1548.2338,16639.481
1130.2805,12146.123
2202.5668,23649.882
523.99775,5626.1971
1112.445,11942.91
1239.8927,13299.66
3048.3415,32672.227
678.1683,7267.2227
840.11543,9001.9153
1754.2652,18793.327
698.66367,7483.4724
722.38222,7735.5576
1168.737,12510.349
971.08247,10393.574
1121.2999,11995.057
2424.2505,25928.947
1354.1878,14465.246
816.53468,8704.3559
1826.6669,19466.584
4110.2807,43676.243
1026.4258,10891.566
1575.5609,16710.534
388.86275,4123.9831
465.77578,4937.9055
2987.1589,31647.822
774.56302,8200.1854
1026.4258,10863.145
1169.8036,12367.83
601.19456,6351.5601
668.13668,7054.9274
4157.0031,43891.257
429.54514,4531.6033
997.65589,10520.605
1020.6684,10755.02
709.76968,7471.4242
690.25532,7255.6894
1078.8903,11321.594
1026.4258,10747.729
1424.8973,14908.866
988.47607,10328.082
1667.9418,17414.272
1429.4114,14914.221
391.59546,4085.2641
769.81931,8027.8035
2023.4223,21091.134
1331.8181,13880.754
787.78046,8197.7139
1318.61,13718.258
633.97077,6587.334
210.76926,2189.8878
852.83422,8845.536
1936.4309,20083.719
1421.3904,14738.956
1116.6169,11573.37
1611.9971,16682.937
700.0962,7241.8906
1074.8672,11109.669
1190.6279,12266.296
2219.5703,22850.788
2452.4582,25243.126
1056.618,10861.085
1963.7074,20181.65
931.55156,9564.4115
1561.7759,16033.982
890.56083,9135.9283
2110.2616,21631.14
1259.3136,12905.468
2712.6732,27787.458
1370.0002,13998.764
653.80512,6679.7652
1289.3852,13154.773
1699.1402,17330.862
1660.018,16921.841
885.8335,9015.7553
1026.4258,10424.714
1902.634,19321.594
2130.4535,21616.311
1054.9285,10701.267
2014.0095,20413.346
2377.005,24084.028
1169.7414,11842.653
3384.0097,34256.41
792.67834,8019.7714
1602.8881,16209.453
1329.0095,13435.28
1602.8881,16202.657
1470.4869,14848.316
1027.5001,10369.478
3507.589,35335.187
363.59098,3661.7238
736.39028,7415.1993
1095.4326,11029.966
1826.6669,18384.512
4966.706,49977.139
1068.592,10723.921
1781.1217,17859.129
562.73338,5634.8471
1497.9316,14990.835
1860.5923,18615.385
1412.6608,14130.368
2208.2346,22078.056
431.27235,4311.7084
2685.3461,26834.724
1078.8903,10755.02
1411.1123,14051.282
1490.0118,14836.268
1575.5609,15686.747
1347.7005,13409.021
755.58818,7514.8594
1360.8911,13495.212
1472.7805,14597.467
793.53786,7864.3806
1091.7773,10815.57
1421.3904,14078.159
2431.6593,24067.964
1096.0002,10823.108
547.7163,5407.785
2246.8974,22156.935
2518.6273,24798.27
632.30778,6218.1032
1010.6134,9936.6698
1781.1217,17493.976
1575.5609,15474.205
1243.5013,12194.995
1078.8903,10579.24
1452.2852,14236.948
1047.8302,10271.239
967.12938,9479.1474
2404.3321,23552.672
969.50124,9489.0331
3667.9081,35859.129
1239.8927,12118.937
1767.4581,17258.573
1826.6669,17834.621
457.14788,4461.1677
1360.8911,13280.198
582.21973,5680.5684
1285.181,12537.535
1106.931,10791.226
913.33346,8902.4817
929.54287,9055.2981
736.61335,7174.5443
1430.6454,13928.947
1121.2999,10914.551
327.61724,3188.1372
1050.3739,10204.51
863.11226,8382.0822
1137.1123,11027.804
1096.0002,10608.094
1301.4799,12586.139
3411.3369,32960.148
1164.4395,11240.037
2219.5703,21417.362
1631.6478,15729.791
1479.5516,14249.49
1552.5859,14950.057
2237.7884,21544.228
873.32959,8396.6636
582.93599,5602.9245
1835.776,17633.611
1895.1872,18174.853
679.83826,6518.3812
1591.8054,15253.321
1142.8697,10950.88
886.26326,8491.1956
930.8228,8916.6512
1306.7507,12505.406
931.55156,8913.1912
1303.0487,12454.948
1026.4258,9809.0825
2256.3101,21547.729
1870.2384,17851.097
1959.3552,18682.113
271.70254,2588.6109
484.16669,4611.6775
1449.062,13796.725
1370.0002,13041.293
1575.5609,14981.773
1264.6156,12019.771
2890.9068,27467.408
2274.2246,21600.247
948.55506,9007.7232
3240.2386,30753.784
822.00011,7801.5446
1150.7759,10918.752
1855.0264,17592.215
954.52655,9047.266
1602.8881,15168.366
1383.6638,13091.752
1808.4488,17110.287
639.8753,6053.7535
1043.9571,9873.8338
1283.0322,12125.425
2808.5206,26540.624
1052.2931,9936.6698
1416.5778,13372.382
793.53786,7484.0902
1692.7348,15962.929
1002.845,9452.9503
1548.2338,14592.524
2349.6778,22140.253
1417.4373,13349.809
3802.2665,35786.222
604.14683,5685.5113
990.84793,9291.0102
840.97495,7882.6074
661.28155,6196.2723
1555.8246,14565.338
3751.9917,35088.044
2164.916,20219.339
1759.933,16416.435
1259.3136,11734.322
1362.6522,12692.493
3151.1218,29343.837
1123.4487,10446.71
1342.673,12473.278
840.97495,7808.4646
937.28166,8699.413
2407.9407,22342.292
1587.0757,14718.567
789.46994,7317.475
1548.2338,14337.349
835.70416,7735.1457
2157.7807,19957.986
1462.1767,13505.715
729.62566,6736.1755
1213.3091,11174.132
698.66367,6431.8814
1661.1101,15291.628
1467.5977,13507.569
2148.2769,19754.34
1168.737,10728.452
802.16576,7360.3954
1360.8911,12483.987
815.82388,7469.2617
1085.7221,9937.5965
1790.2307,16371.949
1370.0002,12520.235
2082.6917,19032.437
400.35473,3655.2363
1808.4488,16507.878
1558.316,14222.634
526.13835,4795.7986
795.63995,7249.7168
671.79199,6113.6855
859.89375,7814.6432
1052.2931,9558.2329
2328.8789,21128.205
1548.2338,14045.103
931.55156,8445.2682
1098.1458,9950.1596
1146.2214,10381.629
1123.4082,10169.91
1370.0002,12391.721
1516.1497,13713.109
769.81931,6962.0018
2075.7992,18761.817
1445.4534,13036.762
1819.9636,16400.371
1763.8904,15890.022
1602.8881,14436.083
2260.561,20322.83
1021.9109,9186.2836
2452.4582,22045.103
1013.7759,9110.9052
1781.1217,15999.073
873.54447,7840.5931
955.61459,8573.6793
734.24149,6586.3454
2397.8039,21508.187
838.39641,7512.8823
668.47147,5988.6726
1479.7135,13254.66
1368.5677,12258.676
1253.5562,11228.298
1180.107,10567.81
3699.2838,33028.524
1327.5672,11846.154
1370.0002,12218.474
1308.4534,11662.651
5117.1352,45573.061
1121.2999,9983.8122
1259.3136,11212.542
1712.5002,15243.744
1291.2829,11477.912
2041.3367,18141.489
2534.4396,22523.324
966.04134,8565.5442
888.356,7873.9574
940.74156,8326.228
1219.3973,10791.474
1267.2198,11205.437
1354.1878,11966.636
1630.2152,14404.078
4329.8319,38215.632
1945.3881,17161.569
822.00011,7246.2156
1214.4551,10703.985
1727.2382,15204.819
1911.2292,16793.327
1370.0002,12031.202
1050.3739,9224.1788
2489.2991,21832.149
698.66367,6114.9212
1137.1123,9951.1894
3014.0813,26355.679
524.82106,4582.0204
2527.9114,22046.339
1678.3413,14634.847
1472.7805,12829.163
3151.1218,27446.401
993.21978,8649.9845
1342.3285,11682.422
2130.4535,18509.113
1986.6824,17248.687
1074.8672,9328.3905
1311.0483,11368.963
955.27011,8282.0513
1011.8045,8763.0522
1886.0781,16334.466
793.53786,6872.042
1472.7805,12746.37
1233.0609,10664.195
1678.3413,14512.512
1615.8354,13968.077
2836.2525,24442.385
1722.1698,14832.664
1678.3413,14446.71
1653.1902,14222.634
1575.5609,13553.908
1137.1123,9781.8968
2374.8289,20425.497
1486.4441,12773.556
1986.6824,17059.005
1260.1732,10790.732
1726.4673,14776.645
1692.0049,14478.221
1520.2177,12998.455
1096.0002,9350.8804
677.09391,5768.304
1200.0173,10209.453
1456.6237,12391.721
1488.8226,12640.923
1880.3344,15962.929
1343.584,11404.387
1294.6684,10966.945
1401.6249,11846.154
1150.7759,9718.5666
2292.4427,19338.894
978.98865,8249.6138
1193.4599,10045.721
1134.2472,9543.8163
1502.9864,12644.424
2447.4716,20586.963
1328.888,11175.78
1692.0049,14221.81
859.66601,7213.1603
2877.0409,24131.397
1026.4258,8602.2037
1280.4279,10727.217
1490.0994,12466.275
1318.61,11027.804
931.55156,7787.8694
1322.0765,11040.264
1382.851,11524.251
698.66367,5820.2039
1534.5702,12767.377
1211.4595,10045.28
972.66371,8061.7856
1000.6285,8293.1727
4320.6764,35801.05
671.33652,5560.7044
1035.2732,8570.899
2940.7497,24343.528
1401.6249,11586.036
978.12914,8076.6142
1493.3366,12326.475
1405.9225,11602.101
1068.592,8818.0414
3069.1404,25312.326
3507.589,28887.241
2390.6685,19662.033
1121.2999,9220.1421
874.40398,7188.1372
4493.7949,36939.141
3828.2272,31420.451
2479.7853,20349.707
1602.8881,13140.562
537.43359,4404.0778
6713.3651,54968.18
909.9818,7443.6206
1121.2999,9150.4479
2624.4166,21384.409
1169.3808,9497.683
839.54242,6808.7736
1754.6121,14226.135
1710.7096,13858.923
2005.4144,16232.314
723.37952,5849.1196
867.09924,7008.1351
678.1683,5470.4974
1105.8759,8911.0287
1459.117,11739.265
619.94633,4984.5536
1342.673,10787.766
739.77582,5941.3037
2774.4628,22260.117
1763.8904,14150.757
1169.8036,9383.5856
1602.8881,12854.495
1137.1123,9118.3194
885.95629,7091.222
513.21287,4107.5069
698.66367,5590.3615
698.66367,5582.9472
2017.2737,16116.157
816.18201,6517.4544
895.32092,7146.8644
1215.8296,9698.1773
931.55156,7414.2725
3495.2919,27761.508
1150.7759,9136.2373
1865.2519,14784.677
2274.2246,17972.196
1123.4487,8873.6484
1370.0002,10810.009
691.47375,5453.6093
1401.6249,11035.527
948.79645,7461.8474
2192.2431,17228.298
1951.274,15290.289
1211.8765,9486.5616
1763.8904,13805.375
2423.7531,18968.18
