GALIM,GTOTAL
1168.737,9144.2694
2260.561,17676.243
1211.8765,9453.1974
1212.5655,9455.051
3151.1218,24556.07
2041.3367,15907.322
3767.804,29350.633
1781.1217,13860.982
2260.561,17571.826
1623.4442,12611.677
4151.5984,32250.85
1078.8903,8353.4137
1492.2015,11550.201
451.39594,3492.9461
1007.0048,7792.0914
1575.5609,12182.638
1223.7358,9459.376
793.53786,6130.6766
1507.1216,11622.614
2150.8882,16574.359
931.55156,7172.0729
1106.931,8514.0562
1363.1684,10482.237
1710.7096,13131.5
2658.0189,20394.192
1137.1123,8715.1684
4549.4205,34860.673
1550.4235,11872.722
815.10762,6236.021
1267.2198,9689.2184
1026.4258,7845.8449
1370.0002,10469.365
1164.4395,8876.1199
1986.6824,15131.294
1952.2199,14866.234
1705.6684,12986.098
2392.1284,18200.803
2808.6218,21368.242
676.37765,5144.4753
1109.7851,8437.4421
839.54242,6378.7458
895.11535,6799.7117
933.70035,7087.4266
1401.6249,10636.392
1822.1124,13812.79
1053.9251,7982.7
494.23804,3742.9719
1078.8903,8160.3336
3967.6893,30009.268
1781.1217,13464.319
2008.2054,15178.251
1644.0002,12424.344
2068.6639,15626.197
1952.2199,14731.233
1781.0002,13433.117
2077.7729,15670.477
1007.4509,7595.4279
2393.7444,18014.829
1304.6019,9816.4968
2360.9629,17762.949
2014.0095,15151.375
1045.4006,7864.0717
2014.0095,15146.123
2560.8558,19257.337
1211.8765,9105.9623
2226.5842,16728.452
1451.0707,10900.216
757.96004,5693.5434
1302.153,9765.2147
1151.4894,8631.7578
1197.4967,8967.1506
1192.9017,8921.8412
1343.7269,10047.575
1253.5562,9371.6404
1424.8973,10646.895
931.55156,6955.8233
2423.7531,18069.818
787.78046,5872.1038
1370.0002,10204.51
1267.2198,9410.5653
4110.0006,30512.821
537.06921,3982.9472
1026.4258,7605.0664
3096.4675,22889.095
2238.3023,16523.942
1050.3739,7749.9743
1986.6824,14649.367
1715.7507,12650.396
517.85615,3809.206
1602.8881,11779.425
2751.5152,20203.892
1332.875,9762.1254
1520.9066,11133.766
1096.0002,8019.7714
2192.2431,16037.071
935.50465,6840.9021
931.55156,6808.7736
1027.5001,7497.992
1849.6419,13495.212
1589.2245,11573.37
890.56083,6481.3098
815.10762,5931.418
1786.4236,12994.748
823.73006,5991.1441
561.70412,4082.3808
1096.0002,7964.5763
1609.7199,11687.365
1331.8181,9663.8863
815.10762,5903.6145
1632.7938,11810.936
1847.3327,13362.373
2507.3553,18129.132
5740.3024,41477.912
1647.4601,11898.26
2027.5517,14639.481
3022.9878,21818.968
822.00011,5931.7269
1574.142,11355.267
1725.0894,12442.385
2453.918,17696.633
1637.3506,11804.14
2687.168,19354.958
1397.3273,10050.046
776.29297,5582.5353
695.31901,4998.4554
1175.9269,8433.1171
1773.5309,12717.949
615.85545,4415.1993
1273.6935,9129.4408
372.62062,2670.1267
830.86624,5951.1894
2237.7884,16014.829
1026.4258,7338.894
1184.2738,8456.2249
993.72663,7094.8409
1219.3366,8690.1452
1285.181,9159.4069
1539.6386,10971.888
2363.3414,16827.927
931.55156,6628.3596
2601.2977,18507.26
472.41697,3358.1712
996.93424,7077.7469
1026.4258,7282.7927
1843.1541,13049.12
1020.6684,7216.5585
1002.7072,7085.2641
1444.7644,10202.039
1007.4509,7104.1087
917.88798,6471.7331
1342.673,9465.5545
2568.9021,18080.939
1509.149,10618.721
2274.2246,15996.705
3274.7011,23018.845
4384.4862,30789.002
1957.9773,13733.704
2842.7807,19896.2
881.39109,6168.6747
1575.5609,11025.847
698.66367,4886.0056
333.84506,2334.013
1016.9383,7104.1087
1077.7011,7524.2509
1929.9202,13473.587
911.05619,6355.2672
988.47607,6894.0377
955.61459,6654.3095
1678.3413,11682.422
969.27817,6743.8987
1959.3552,13627.433
2377.005,16499.228
1772.5265,12302.749
3041.8132,21110.905
2774.4628,19227.68
1923.795,13312.326
783.19092,5418.1032
641.51609,4435.5885
2803.2498,19375.965
132.00055,911.95551
700.81246,4836.2681
1379.1092,9504.6854
1575.5609,10840.284
2301.9565,15820.822
931.55156,6396.6636
1301.4799,8935.0221
1096.0002,7524.2509
783.19092,5375.5947
2699.6167,18508.496
838.39641,5732.4683
1350.7498,9233.2406
1866.6708,12740.809
1109.7851,7562.5579
5974.3178,40698.177
967.38047,6588.0754
931.55156,6340.7476
1315.3459,8949.0269
1020.6684,6928.0198
1226.959,8327.1548
1638.8104,11121.409
1096.0002,7435.5267
1164.4395,7867.7788
1178.2244,7954.2787
2720.7195,18360.21
1575.5609,10619.71
2404.3321,16181.65
1085.7221,7304.912
2336.0142,15705.283
1969.4512,13240.037
1052.2931,7067.9642
1033.6157,6941.8186
1318.61,8836.886
2061.4466,13807.847
1034.3319,6928.0198
1411.1933,9451.9617
1239.8927,8303.9852
1096.0002,7335.1869
1986.6824,13286.376
2000.1436,13361.755
1874.7247,12514.056
1401.6249,9351.869
2637.22,17586.654
1003.4978,6691.3809
388.14648,2586.7573
1608.6455,10716.095
1132.0848,7535.6812
2425.131,16114.921
1368.5677,9093.6052
968.20377,6423.2314
1575.5609,10450.417
2477.3335,16418.597
4726.6828,31246.216
877.30603,5798.27
2226.4021,14689.218
1164.4395,7666.3577
3877.1127,25511.276
2068.6639,13610.751
1150.7759,7569.0454
1466.1765,9632.3757
1772.5265,11635.465
1781.1217,11685.511
1712.5002,11223.355
1766.4246,11573.37
1411.1123,9238.1835
850.68544,5565.9561
2100.7479,13701.576
1918.0003,12488.848
2157.7807,14021.007
1232.9908,8009.8857
419.1982,2720.5437
1573.0676,10194.625
1121.2999,7241.2728
1298.1146,8380.5993
1699.1402,10959.53
1259.3136,8117.3926
1123.4487,7222.1192
1429.4114,9188.755
1808.4488,11609.515
89.57227,572.9585
1126.3411,7204.2014
1211.8765,7745.4433
1952.2199,12471.733
1794.7852,11445.783
2425.131,15445.783
1963.7074,12495.932
1952.2199,12400.062
4795.6077,30443.003
1054.888,6683.9666
1986.6824,12574.915
1710.7096,10817.012
1273.6935,8037.8952
4384.4862,27633.611
1030.9464,6497.3741
1429.4114,8999.2792
1370.0002,8622.7989
2712.6732,17030.584
3322.2201,20830.399
2991.1064,18743.281
1473.2267,9218.4121
591.04682,3694.6026
2171.4442,13529.812
2055.0003,12801.05
2447.4716,15202.348
2068.6639,12843.373
1164.4395,7210.38
2945.5611,18234.167
1811.2108,11211.616
792.10533,4891.7722
4110.0006,25380.29
2164.916,13360.519
1689.6264,10421.584
1516.1497,9350.2214
991.91413,6113.5619
2336.0142,14394.192
1397.3273,8601.7918
2274.2246,13995.675
1472.7805,9060.241
1203.9704,7405.6225
1746.6592,10721.656
1726.2245,10594.995
780.88797,4790.8557
1235.5951,7580.4757
451.64841,2767.9951
1609.7199,9848.6253
2447.7013,14971.064
1164.4395,7117.7016
838.39641,5118.3194
1606.8599,9799.1968
1289.8406,7859.1288
1681.9499,10231.078
652.6591,3969.931
1602.8881,9736.7933
2828.2062,17161.569
1069.9098,6489.9598
1397.3273,8457.2135
1017.8033,6153.8462
1866.6708,11278.653
1370.0002,8275.2549
1584.67,9561.9401
1635.969,9848.6253
1188.5025,7148.9033
853.92227,5135.2075
1211.8765,7278.3441
1221.364,7313.4384
1431.7898,8572.7525
1164.4395,6969.4161
1602.8881,9575.8418
1822.1124,10880.445
2055.0003,12266.605
1630.2152,9723.8183
1370.0002,8170.5283
1781.1217,10619.71
807.9177,4810.8331
775.42253,4613.6546
727.12593,4318.1959
959.00013,5682.422
901.02458,5338.2762
3734.8014,22104.418
3083.411,18235.403
2095.991,12379.364
1267.2198,7483.1634
999.80515,5903.6145
2219.5703,13096.324
629.65682,3707.1362
1244.9338,7327.7726
1815.2806,10654.001
793.53786,4656.1631
1886.8217,11059.623
1047.9955,6129.1319
1497.9316,8747.1939
1596.0563,9313.253
1477.4869,8617.856
1495.4014,8704.3559
1835.776,10643.188
1137.1123,6581.4025
1135.6798,6571.9287
1895.1872,10952.528
1826.6669,10552.569
1539.6386,8845.536
1083.3503,6221.8103
1886.8217,10831.634
436.66479,2506.4875
1550.8451,8882.2984
1561.8973,8924.9305
1180.2518,6741.8391
2521.3831,14400.989
2023.609,11553.908
1202.9403,6865.6163
2658.0189,15170.219
1790.2307,10217.279
1328.888,7583.3179
1692.7348,9650.6024
1283.0322,7309.237
1283.0322,7305.8387
1296.8849,7383.3797
1074.1384,6113.5619
997.67972,5662.3417
1274.1528,7215.7347
1137.1123,6423.6433
811.45231,4576.2537
1360.8911,7672.9482
901.02458,5071.3624
1841.5334,10349.707
1178.2244,6616.2496
1746.6592,9795.4896
1164.4395,6524.5598
1318.61,7384.9243
1020.6684,5705.2827
1107.2919,6178.8693
1986.6824,11080.63
1685.1124,9393.8832
1200.0862,6683.9666
993.34119,5532.283
279.46547,1554.0315
1685.1124,9369.169
930.64061,5168.3658
931.55156,5170.2193
839.17064,4656.472
1756.7142,9746.679
1969.4512,10924.313
1223.8506,6780.7641
3527.7808,19527.34
1354.1878,7495.8295
1239.8927,6850.7878
1772.5265,9790.5468
2020.8413,11160.951
6713.3651,37056.534
1074.8672,5931.418
1354.1878,7430.3367
1613.8189,8827.1857
1602.8881,8761.6929
621.03437,3392.2356
3421.4192,18685.202
838.39641,4577.0775
429.94687,2341.6744
1379.1092,7510.2461
3516.2933,19146.947
1912.5348,10402.471
1274.2337,6919.9876
1164.4395,6293.4816
3562.2433,19244.362
1078.8903,5826.0735
724.12561,3899.5543
6713.3651,36137.164
3151.1218,16942.848
1816.5256,9752.2397
1174.2859,6296.6592
2057.1491,10965.709
1754.9468,9332.5095
838.82616,4459.376
1405.2335,7451.3438
1370.0002,7259.8085
666.53677,3525.4866
2026.9842,10721.038
1707.175,8986.0982
1420.6161,7476.0581
1201.335,6306.6626
1342.673,7047.8838
811.06925,4255.7924
1411.1123,7399.4439
3562.2433,18635.156
1630.2152,8515.9098
1742.3343,9092.3695
2703.2605,14095.768
839.13313,4364.182
1808.4488,9398.8261
1369.0892,7107.8159
2100.2886,10896.509
1587.0757,8215.0139
1692.0049,8732.7773
2630.6917,13553.29
2685.3461,13797.961
1239.3905,6335.0839
2190.8652,11191.844
1561.7759,7975.78
2031.4685,10366.389
1164.4395,5935.9489
1287.7759,6560.0865
1292.3709,6578.5192
3151.1218,16028.421
1435.1754,7295.6441
2379.1811,12024.714
1260.4487,6368.8601
1794.0963,9030.275
1409.1866,7087.4266
1370.0002,6890.3305
161.23008,804.44856
2356.6917,11741.489
2023.609,10078.468
1630.2152,8113.6855
1421.3904,7021.9339
1938.5563,9566.8829
2274.2246,11210.38
1667.6441,8218.721
1445.4534,7105.3444
904.22441,4434.0439
1267.2198,6186.5925
1621.258,7888.7859
2740.0004,13312.944
1400.1924,6789.4141
1630.2152,7888.7859
1164.4395,5634.8471
2566.0644,12391.721
1118.8942,5362.1666
3151.1218,15031.202
746.10076,3557.6151
1423.1947,6784.0593
1826.6669,8669.756
1096.1216,5189.9907
1055.9484,4993.5125
1318.61,6234.4764
465.77578,2199.1556
931.55156,4395.8398
1516.1497,7150.242
1561.7759,7365.0911
56.065,263.9481
543.40508,2556.6883
2425.3738,11399.444
855.35479,4012.769
1725.5472,8091.4427
1866.7868,8745.8405
2108.9247,9854.186
1142.5404,5338.2762
582.21973,2718.5666
2041.3367,9527.3401
1361.9235,6345.6287
1454.2519,6774.915
2041.3367,9498.3009
839.17064,3895.8913
2740.0004,12717.949
2300.8685,10666.976
784.10647,3632.9935
2370.4767,10944.702
582.21973,2685.2024
3151.1218,14529.503
1702.4043,7829.7807
1289.8406,5931.418
1628.4867,7474.3281
824.99034,3786.2218
1424.8973,6522.0883
774.56302,3543.528
2404.7782,10961.755
1074.8672,4878.5913
1776.7494,8061.7856
1259.3136,5686.747
2658.2617,11995.057
1584.2107,7123.6742
1661.1101,7465.8634
1729.7315,7754.0933
1342.673,5997.5286
1328.888,5931.418
2425.131,10821.131
1472.7805,6550.8187
1328.888,5865.9252
1370.0002,6038.3071
1561.7759,6858.202
1096.0002,4804.4486
978.98865,4288.2298
6713.3651,29241.273
1742.3343,7585.2127
3497.6159,15223.973
1438.5204,6239.1103
1726.4673,7487.1795
684.28383,2956.2352
1808.4488,7776.954
1863.1031,8007.4143
1353.3283,5805.3754
1288.0187,5516.2187
1725.0894,7373.494
1391.0211,5940.068
909.9818,3877.9734
1630.2152,6945.9376
1647.4601,7018.4327
596.45085,2525.4866
905.67253,3834.4146
1283.0322,5430.9546
1137.1123,4800.7414
2109.776,8905.7769
996.66603,4196.7872
931.55156,3919.4316
1710.3748,7188.1372
3356.6826,14095.768
931.55156,3902.3787
1073.8628,4497.992
1300.5893,5412.4189
1196.0642,4966.7388
1146.0228,4757.4915
1164.4395,4831.6342
1004.6263,4168.4688
1188.158,4900.8341
1548.2338,6383.6886
1172.9412,4819.2771
1692.0049,6947.1733
1863.1031,7636.7006
1975.5087,8084.0284
632.37004,2582.6382
1863.1031,7605.8079
1473.2267,6005.8079
801.44404,3262.2799
1292.3709,5234.4764
1164.4395,4715.4773
1198.9019,4848.9342
1306.7507,5264.1335
1205.6325,4835.7533
2137.1841,8567.1918
1189.1553,4759.4686
1074.8672,4300.278
2328.8789,9281.4334
1125.7681,4475.2549
909.68984,3603.3364
2055.0003,8105.0355
365.78884,1442.076
1940.7324,7639.1721
943.19088,3701.9874
1164.4395,4565.9561
1703.5197,6640.7167
1274.1528,4966.3269
2003.6101,7790.2379
2336.6519,9056.2867
2890.9068,11186.901
1616.754,6224.2817
1392.1375,5338.2762
2425.131,9281.4334
2945.6477,11272.989
1630.2152,6237.8746
1630.2152,6218.1032
1164.4395,4436.8242
3385.4696,12884.152
1781.1217,6771.7022
3828.6523,14370.096
2192.2431,8223.6639
2144.1171,8040.1606
736.39028,2727.2166
3219.6421,11887.962
3169.8538,11697.251
723.37952,2669.1381
1342.673,4942.8483
2664.79,9804.1396
1451.0707,5338.2762
5685.5615,20681.495
8610.4535,31233.241
2640.0438,9571.8258
1168.737,4223.252
1015.6356,3665.4309
931.55156,3336.4226
1169.5785,4170.5283
1678.3413,5966.6358
1600.0456,5585.4186
4236.4061,14784.059
3288.3647,11449.181
1050.6465,3651.1173
874.40398,3035.2178
1397.3273,4834.1057
2328.8789,7933.2716
1942.8072,6599.3204
1650.8927,5607.0436
1649.9807,5602.7186
1047.9955,3557.6151
1329.0095,4506.0241
774.56302,2624.6525
4442.0602,15028.112
2192.2431,7414.2725
1082.458,3654.0006
2808.6218,9418.2885
1027.5001,3434.9707
2612.4736,8666.0488
3079.2772,10158.171
6576.7294,21684.276
3425.0005,11272.475
1321.1306,4330.7589
3730.5038,12108.743
605.93827,1964.7822
9042.244,29206.673
1011.7111,3265.6781
2740.0004,8818.6593
881.70873,2833.8997
1640.3446,5236.5359
1306.7507,4155.3908
2116.7899,6719.8023
1169.7414,3704.6648
1986.6824,6236.227
1863.1031,5842.4467
2395.912,7506.9509
1472.7805,4568.1186
4752.632,14573.988
685.00009,2088.3534
1911.2292,5806.6111
1209.2256,3632.9935
2484.0829,7414.2725
931.55156,2770.4665
1137.1123,3371.6404
2109.776,6213.1603
1754.6121,5140.5622
1165.872,3410.5653
913.63711,2669.1381
1054.888,3078.4059
1306.7507,3810.936
2328.8789,6769.2308
745.24125,2161.7547
1960.2662,5678.7149
1164.4395,3346.3083
1164.4395,3336.4226
2179.3504,6179.7961
1901.0528,5308.6191
708.793,1977.1393
2109.776,5751.004
6713.3651,18202.039
3356.6826,9088.6623
1104.92,2938.5233
963.40594,2553.805
1781.1217,4646.2774
2774.4628,7223.9728
1602.8881,4151.9926
2471.1902,6363.9172
5893.8171,15146.123
1452.2245,3695.397
1631.6478,4146.8438
1753.7945,4441.1492
4442.0602,11243.126
1602.8881,4046.9571
1901.0528,4789.62
2534.4396,6282.3602
1164.4395,2824.8378
1976.9522,4795.0571
1581.8049,3825.3527
2842.7807,6745.7522
1347.7005,3159.0979
1164.4395,2728.4523
2518.6273,5884.4609
1128.0032,2594.1716
1689.6264,3835.6503
1045.275,2329.9351
1164.4395,2587.5811
1746.6592,3873.9574
1211.8765,2624.6525
2256.0065,4873.6484
2774.4628,5900.5252
4375.8911,9179.2812
716.57812,1496.8592
3020.1943,6305.8387
1047.9955,2118.6284
931.55156,1868.3967
5035.0239,10000
3622.655,7186.9015
1746.6592,3372.2583
1679.0848,3237.5657
961.08821,1668.2113
358.28906,617.85604
1074.8672,1846.1538
1233.0609,2069.8177
1515.9201,2508.4955
2613.5015,4300.278
2452.4582,3988.8786
1122.3043,1804.1396
2423.7531,3525.4866
717.63851,1040.9639
2214.8134,3171.661
1370.0002,1870.8681
1275.126,1680.5684
1794.7852,2298.4245
2438.7946,3026.2589
2774.4628,3210.38
1090.9597,1235.7121
698.66367,744.51653
2352.5975,2504.7884
