obs,PRSAL,YER,POPACT,PCS,PCR,HDYR,FWR,CPE,NFWR,HCOCR,URX,ERX,XTR,XTW,REER,MTR,DMTR,MRP,CIR,M2PIR,HHCR,ICC,PIR,QT,LTR,UCAP,PRCPE,CPI,YER_FTEE,PUCPE,CPICORE,ULC,TIPOIVA
2008Q4,13098.7,102.529432,23239.4673979663,3025577.82510565,101.5402,108.802732991936,102.208502739526,8.31535036940668,111.656875709795,112.618054917869,13.6542549653094,86.2987806096892,95.5181,94.5333333333333,113.432236666667,103.186604,106.174080160894,101.633311044459,121.449045827036,110.43092813941,107.587969571657,-37,113.85632423262,3.00298865197029,1.74947324434656,77.62046,8.31885519296983,92.7625603333333,0.00527642767450956,9.67850405970639,93.3316026666667,1575.94321051308,11.02046076773
2009Q1,12807.7,100.889569,23282.8120027523,3040256.35902179,100.7866,110.102031544241,91.2324802518807,8.39462852563713,110.207531451803,112.494519054997,15.7263432844579,84.2390914016387,89.0629,84.6,113.684863333333,89.205733,99.6660601023364,96.019900658765,115.764210290216,109.041842938281,108.387442970323,-39.6666666666667,98.8241140117013,2.62220498525228,3.61609238086091,73.35669,8.38594171257074,92.2128563333333,0.00530581643868755,9.83080911447674,93.396154,1582.15585153444,11.2093129456712
2009Q2,12505.3,99.912619,23255.8434699756,3054132.24677932,99.0774,110.193380732511,101.131183246713,8.47735124878706,109.338019005457,111.508106798104,17.4788573756883,82.4671468703108,90.2624,84.7333333333333,113.529143333333,91.086691,96.9305891224819,93.9523645372889,108.326231832382,106.473152280952,108.232476927701,-31,91.69827667421,3.08711318263207,4.7358949498664,70.92216,8.46470142823375,92.1586663333333,0.00533952292391473,9.85358153712171,93.3998753333333,1587.66080220736,11.1633122176653
2009Q3,12307,99.602018,23243.294812144,3068068.86596072,99.4981,109.890611122195,108.262155314401,8.57311711621566,108.245272163694,110.302031014678,18.770543288792,81.3014377780874,93.2736,88.6,114.18158,96.914298,98.3006745190728,95.5477321415976,106.248675377394,104.752225412452,107.680152819219,-24,94.27216143713,3.69592946753086,4.90665228256358,69.75625,8.56626975760701,92.4530726666667,0.0053829035744782,10.0331242703158,93.3801313333333,1592.65663922778,10.9547886411408
2009Q4,12211.7,99.539456,23259.6497151281,3081485.27448867,99.6361,109.216399484814,110.851210291188,8.60179653911281,108.432241478462,109.400859132924,19.4534960510619,80.5630839499632,92.9525,93.1,114.5089,96.89566,97.666124625422,96.6248249848173,104.18388308916,103.974071204038,107.478708108498,-28.5,95.9287530920653,3.79058723671359,3.69395513520772,70.56335,8.59222398605819,92.848752,0.00542798398970455,10.0759307642064,93.4467563333333,1584.71295335951,11.0340825379948
2010Q1,12189.8,99.839787,23300.6679781346,3094021.18932405,99.9095,107.425328415386,107.604591725529,8.55276508586734,107.444130526016,108.053297628554,19.686514343751,80.3517085599121,95.9573,96.2,113.13972,98.016905,98.638054871276,96.9343444690028,102.540388274441,102.540491492474,107.312647610021,-30.3216666666667,98.2379342579446,3.4680823877364,2.89381129195739,69.5189400000001,8.5488939871524,93.1705773333333,0.00545987318236256,9.99401800038068,93.5531906666667,1566.47687596408,11.3372248170853
2010Q2,12079.5,100.02145,23357.491294979,3106464.50374852,100.4285,106.879820598212,101.511817486439,8.63063532070776,107.990842613419,107.223879249786,19.9690982256196,80.2225201980833,98.6009,99.6,111.95566,100.626426,99.7976179292231,99.6054995282527,101.486983282473,100.519766518056,106.835828969841,-22.3783333333333,99.5186550076523,3.12780113107994,2.54130700992084,71.81318,8.65826823610252,93.6682106666667,0.00550451548638475,10.099411700621,93.8361,1567.91916419445,11.2948270058582
2010Q3,12039.3,100.070037,23389.170726536,3118013.1928184,99.8363,105.632945253298,107.579874985185,8.5947995115001,104.985679158416,106.041447300864,19.8099279947021,80.0713738901021,100.8264,100.9,112.074436666667,99.56355,100.20169744645,101.029779351386,99.009266858799,98.9944139900866,106.145314059906,-26.02,100.370979106937,3.33946402865892,2.19577505889957,73.8516399999999,8.6398532775928,94.295226,0.00552842588807248,9.88594085218478,94.2614566666667,1554.65582527628,13.0870385601928
2010Q4,11934.8,100.068727,23411.0700003505,3129028.80718498,99.8257,105.249892628982,108.427843530875,8.62387318172506,104.779432560381,103.892087337312,19.9736394359274,79.9152173519026,104.6154,103.366666666667,112.868756666667,101.793118,101.362635971111,102.282272021227,96.9633615842864,98.0020660930472,104.895934897365,-48.1816666666667,101.872493113963,3.19306493028727,2.17266920107198,72.91044,8.69527393441754,95.1943596666667,0.00554876940735483,9.85669308435566,94.65578,1554.1956330523,12.9483150354958
2011Q1,11813,99.707734,23405.271267928,3139324.91985322,98.5939,105.01386868591,112.41192927656,8.61903010831769,100.411666551676,101.103394662842,20.418933593058,79.5743702586307,107.9746,104.6,113.139996666667,102.40516,101.748976007504,105.305624332122,93.3903683358362,95.0047365067012,103.527864500367,-61.2283333333333,102.737896439525,3.42618144870826,1.82053689123298,72.55853,8.68430490536162,96.4081876666667,0.0055748115222472,9.8050275239309,95.1472293333333,1546.0666381136,12.75256974934
2011Q2,11720,99.229875,23429.7413908054,3148775.12515234,98.117,104.586539242832,118.857809024729,8.67258932624343,97.9926781098391,98.5698686880363,20.7722319003851,79.0398057587965,106.2548,104,113.934066666667,99.331337,99.556826918822,106.883117890972,91.7164863945392,92.7009409480189,102.681901610592,-50.2016666666667,99.9661306919398,3.36058906635283,1.88918994252643,74.6511299999999,8.77264437583245,96.9350626666667,0.00558255274261603,9.78735476898136,95.5239086666667,1553.51677379395,12.6008047754009
2011Q3,11543.3,98.826804,23443.3424209069,3157829.70116583,97.6481,103.828645410458,113.551901383013,8.68433137398971,94.9291775413042,96.410511554478,21.7264378416498,78.3765458161575,107.467,105.2,113.068733333333,98.84327,99.2588396922687,108.344791563233,89.2340448573379,91.4681850805547,101.981755614114,-50.6966666666667,100.456414094306,2.8414288438849,2.35535837893877,73.29202,8.81496855586735,97.190516,0.00563006619800153,9.7599935133382,95.7578793333333,1542.49187639611,12.6841544826631
2011Q4,11375.7,98.240526,23457.9449203597,3166627.42076991,96.2254,102.123912987777,114.97677224725,8.72311158071011,91.1363936359693,94.0169839894003,22.6443266649073,77.4473481664154,107.9288,104.966666666667,112.237693333333,96.203162,98.2931698716909,109.087344129396,86.8462778075085,89.5796943410495,100.809925347261,-55.63,99.8457860502551,2.734819118096,2.9364895516867,72.66708,8.89862492306086,97.779155,0.00565416353475416,9.80504274900615,96.063434,1542.77666839528,12.7111039127579
2012Q1,11118.563,97.38784,23485.6034600045,3174681.41133075,95.8054,100.280132520945,114.254487882754,8.69979154330073,86.5075444566861,92.5277002713101,23.5767734742076,76.4806319985587,107.619,105.166666666667,111.394266666667,94.871171,97.1968618321425,110.255918333272,83.8432032640503,86.381556871206,99.4402919236845,-54.5983333333333,99.2916164038533,2.62430331993267,3.24693866471307,72.57165,8.93388919887038,98.3168423333333,0.00569395963250315,9.71011855896656,96.3391253333333,1527.89835278059,12.5386407471016
2012Q2,10958.605,96.461371,23464.0922430288,3181806.27102622,95.0184,98.4571650818664,107.554233101636,8.67459236135342,82.542688093947,89.6212758104622,24.5463498623141,75.5365664256624,106.7293,106.166666666667,111.32979,92.659383,95.4795019835582,111.131242558138,82.388310110549,83.2483782976673,98.2127016243081,-46.8733333333333,95.4279073815689,2.11684368023046,4.15536053264839,73.03108,8.94282390195019,98.8863153333333,0.00570537818590361,9.65404300454889,96.7514713333333,1520.42372629844,12.5855074810295
2012Q3,10762.531,95.748747,23445.603740992,3187994.94585454,94.0337,97.5774001648534,110.77955940657,8.66813120049273,78.7068895446882,87.9348018379012,25.2208017324708,74.6879048468492,109.5389,106.533333333333,110.99165,93.086555,95.8616880248606,111.52567359078,80.6505992040761,80.8934786503245,96.2874714283639,-50.965,92.3584689770087,2.28521624168387,3.92340222676696,71.63536,8.94629180263902,99.6288896666667,0.00573450144610148,9.62269359100809,97.40505,1511.57537964972,13.5771934182247
2012Q4,10567.782,94.812973,23379.5005559747,3193438.30295571,91.9896,96.0663411971726,115.897689702148,8.43948043876392,77.5407306781442,86.1068089674839,25.8086649310077,74.1423067289297,110.3121,106.366666666667,111.83606,90.958846,95.7142898050513,111.021920741702,79.5889636518187,78.2005222215592,94.7001428262253,-66.6083333333333,91.1057917558954,2.49610658710636,2.86505806202915,74.3351299999999,8.63448664254818,100.412656666667,0.00575282062004494,8.63359576282247,97.9739183333333,1467.01609456719,15.0592787411612
2013Q1,10424.411,94.487681,23320.9222990974,3198069.20080799,91.1683,96.0420653434507,122.734321462688,8.74090208889691,72.4696823710262,84.853921663535,26.3345225522465,73.7434808198604,111.4216,107.533333333333,113.1136,90.559521,96.2712618817847,109.586228121367,77.5060375301928,77.8448514377543,93.3688736651265,-52.51,95.0925983138466,2.55028112925908,2.57145815442457,69.4381300000001,8.9958490000129,100.76675,0.00578499382669866,9.57497900593451,98.3387323333333,1510.96135116969,15.5006327521261
2013Q2,10305.28,94.408812,23223.4424472336,3202077.84953856,90.9996,95.9293545695811,127.029180820618,8.72188023790828,71.4209086134945,83.3547225757226,26.1517386101255,73.752643181491,114.0917,107.933333333333,113.113866666667,92.271495,96.8821819495697,108.802389032733,75.8754357601412,76.6987966744763,92.1494220532603,-54.17,96.199371506349,2.54459604562885,2.76849119080687,73.0779299999999,8.95603864606407,100.60117,0.00582394117184032,9.56174806308158,98.549558,1497.59071744748,15.4325045121562
2013Q3,10265.721,94.34413,23157.8723536346,3206762.72762262,91.1932,95.2876048913746,133.136290812885,8.75406005474079,71.4765432343386,81.0375648575837,26.1120152696385,73.8550919667844,113.2792,108.5,113.542633333333,92.903401,96.9661790301581,109.303142658968,75.1821745304453,76.6437858421866,90.7927744356382,-56.56,102.099534117192,2.68548411743612,3.13087128640172,73.8837699999999,8.99608746637018,101.02092,0.00582924051113912,9.53581260356954,98.6030676666667,1501.74967699696,15.5533026730676
2013Q4,10269.016,94.613456,23058.3629000343,3211440.75075364,91.7574,95.6734266933809,141.889311621644,8.73978367993454,71.1303801789944,79.5007872059426,25.7693135679895,74.2811940318643,114.0071,109.566666666667,113.396533333333,93.946676,97.2416268693828,108.101548051407,74.6853204738979,75.0916318297412,89.8270936941891,-62.815,103.435997036147,3.06773528693496,3.7070065903237,73.58823,8.97668898072243,100.86245,0.00584939685592029,9.55423721750182,98.596156,1494.13416377944,15.6357543338854
2014Q1,10291.038,94.98748,22977.0645560033,3218002.66959068,91.7877,95.6569645562985,149.077850587785,8.71675015098022,71.0784498132554,77.0272825902548,25.2422340406466,74.7566154409545,115.4355,110.2,113.287996666667,96.675298,99.1579150250958,107.619405731991,78.3338681192004,74.6866746815601,88.805992220178,-55.1033333333333,104.401408338971,3.13448117181483,3.34154000678961,75.61086,8.98149183473087,100.9779,0.00585278454582352,9.50475765925055,98.592635,1489.33385173052,15.3400425080921
2014Q2,10407.326,95.354378,22951.7375625756,3225078.18677062,92.4728,96.5502068623692,157.650950016044,8.74394578806429,71.7618619874815,75.8401889119786,24.6346627408842,75.317151245088,116.7119,110.5,112.901563333333,98.024152,100.122059968231,108.72291595902,79.2250959860014,74.2033354406312,88.0155757409831,-52.6566666666667,104.040091774081,3.31238798554647,2.70918567686861,75.41494,9.01360707291074,100.809916666667,0.00583216621968697,9.53633025160081,98.583258,1499.26210239831,15.3525501332191
2014Q3,10478.61,96.003091,22919.866959373,3232363.008743,92.9377,97.2243160900088,158.461258642609,8.7748226005,71.8206770836593,74.9487414386972,24.1506208876607,75.8212170869973,119.5624,111.9,111.986763333333,99.589818,101.178460452522,108.473094061608,79.1198556878852,74.4589789086204,87.168000976763,-29.11,104.76262335287,3.31146822832724,2.70260211425454,75.75237,9.04324442669474,100.690813333333,0.00583993763390743,9.61103105923466,98.5561096666667,1502.55416248835,15.3854367965931
2014Q4,10596.025,96.723313,22969.630922048,3240108.68208449,93.5123,98.2181993210886,155.925230250638,8.75773692383356,72.6713703948856,74.6622154543267,23.7438423308087,76.3336562269603,120.5103,113,111.22784,99.758311,101.857357563453,107.390743661593,78.7806372387611,75.0582865287647,86.5658885854628,-26.9433333333333,107.616865005019,3.22692803509749,2.51664148335808,76.89404,9.00714631254639,100.331441666667,0.00584233031653026,9.58700902627144,98.6049136666667,1499.01434005785,15.4442178163243
2015Q1,10711.594,97.740907,22941.6009009069,3248300.63255513,94.3631,98.7204941169145,171.848429300608,8.88072628700564,72.7495480052592,74.3919075258398,23.1180344541504,76.9463493601116,121.2508,113.633333333333,109.477233333333,102.750049,103.606938838015,107.060732461059,81.1847170855591,74.89390636975,85.9388513838953,-26.3633333333333,112.467247058564,3.37239698276776,2.40182873525924,76.75624,9.12215299019517,99.99417,0.00585857030632714,9.78729899082736,98.7829846666667,1515.85213160532,15.5008416605812
2015Q2,10891.607,98.570375,22957.4874861384,3257225.88047948,94.952,98.8944784928025,166.882375191515,8.87920373392423,74.7010544205459,73.8387494588015,22.4720663176295,77.5993118875186,121.8805,112.533333333333,109.222936666667,103.431715,105.042875131853,108.830501531292,82.1003277380276,75.1201689339835,84.7635102700144,-29.0983333333333,117.35377463156,3.38374790428338,2.0198416708313,77.72834,9.11086017640321,100.560516666667,0.00584010617968215,9.7946518056764,99.0598106666667,1520.38395548615,15.4882722723366
2015Q3,10982.073,99.496067,22907.4264751544,3266459.81474677,96.0657,99.8639290542311,160.444939377651,8.88634920548175,75.2316817371293,73.7305752857123,21.6775133800054,78.2856436461806,123.947,113.866666666667,108.864363333333,105.728555,106.240157650031,107.170363773299,82.1759385458612,75.5731888298155,83.9283185292552,-25.91,119.162290860007,3.12799839405613,2.43169600829201,77.72649,9.12127868363163,100.283383666667,0.00586059680786885,9.81028651188841,99.2975736666667,1516.28741863803,15.5356886804616
2015Q4,11064.258,100.408927,22881.5851378003,3276329.78973073,96.5043,100.705205978741,168.713846127884,8.91655447452201,75.9138692357268,74.3088911466188,20.9586158482148,78.9424651061893,124.943,114.7,108.400956666667,105.567875,106.887203577523,105.776142105581,82.5127682670343,76.3839682421298,83.4482810984419,-25.13,120.83720243974,3.04150309459054,2.08580483511301,77.82497,9.15576479984673,99.957892,0.00586962185984881,9.85002529860639,99.522866,1519.10202861887,15.5215959060628
2016Q1,11169.375,101.161412,22869.682,3287362.87360656,97.4392,102.014397491461,164.869065245003,8.84698781209331,77.7666782594459,74.9635998313813,20.3877964132282,79.612492,126.6874,114.4,108.420833333333,106.412285,107.520174357815,104.684500993856,83.2449152556015,76.947883305317,83.1406411573631,-33.7583333333333,121.0492681909,2.59747321807969,2.34626502087792,77.55372,9.07272612622868,99.3153723333333,0.0058663660920886,9.76526527568815,99.707209,1508.08655191574,15.3048444002517
2016Q2,11259.802,101.957576,22849.647,3299594.7516757,98.0315,101.787976892863,163.576800652698,8.87309965167292,78.1750764671676,75.5397553810059,20.0477650842955,79.953983,129.388,114.566666666667,108.68968,108.408837,109.630320598499,105.02718237925,84.2262248833674,77.3629531657963,82.0551373315485,-42.4983333333333,123.860289462055,2.60628210941871,2.40244482755947,78.18732,9.10560849150987,99.6731183333333,0.00587414399139022,9.82209492467701,99.829235,1510.53492469342,15.2503812853255
2016Q3,11376.464,102.685308,22826.069,3312817.6009679,98.7803,101.655491738776,166.991591613961,8.84812995219427,78.2334170782136,75.9550204816099,19.4080977998045,80.593584,128.7104,115.3,108.921303333333,106.61749,108.990507311605,105.20454239754,83.8106936957024,76.8317445204766,81.1251630626069,-39.7866666666667,124.075010101664,2.57885173138269,1.21083083369567,79.01547,9.08323370782282,100.1479,0.00586878994470146,9.80735851611519,100.067412,1507.65831382032,15.2978980175684
2016Q4,11435.295,103.385886,22744.053,3326924.88946883,99.1583,101.316813127036,168.193562582609,8.87617553598959,78.4416562961216,75.5799243556891,18.691860702672,81.309001,130.6241,117.233333333333,109.394316666667,107.251678,109.935369350397,106.368341178176,84.8809807471911,76.7032210068732,79.877544408019,-40.4733333333333,123.852910934812,2.66101773637504,0.366005366076564,79.20968,9.12332297848915,100.902523333333,0.00588333127142033,9.81344144262614,100.43014,1508.69892013522,15.3260406006563
2017Q1,11536.307,104.198887,22741.768,3342115.60335379,99.5985,101.290083392444,172.517794290086,8.87676379384218,80.0165890658209,76.0588609752716,18.0595694173454,81.940274,133.8111,118.866666666667,109.865643333333,111.226796,112.888847889414,109.481518233214,86.7835614880451,76.9695468811831,78.7903146341537,-42.175,128.465493243339,2.84470755997202,-0.543977347694251,77.5918300000001,9.11801244757021,101.473406666667,0.0058881782878057,9.79316673914145,100.741266666667,1507.55689789927,15.2957688613452
2017Q2,11684.884,105.100009,22704.501,3358526.01475523,100.4067,102.012216680775,174.286408736673,8.85815973425715,80.9263975212515,76.7652317590132,17.3538764549313,82.644402,135.2058,119.533333333333,109.932916666667,111.730223,113.511597513559,108.522511599244,87.5589369543222,77.0797565847624,78.1937842956508,-23.9,128.631296564703,3.07849221430453,-0.252708526546157,78.2538,9.09594442810175,101.466113333333,0.00588460624092953,9.79856512947487,101.070816666667,1505.31052913031,15.2496124564385
2017Q3,11801.765,105.831223,22756.901,3375735.5432612,101.1073,102.134150744378,171.331124634023,8.8703533010941,81.9783894639846,77.1528545834533,16.8879418180251,83.109309,135.9748,121.233333333333,110.610426666667,112.858482,114.684651465912,107.471156542367,88.0616208171074,77.728528221254,77.4053022616576,-19.3166666666667,132.288018990505,2.96846129248918,-0.0918611719932851,79.07073,9.11078243500597,101.78351,0.00588095060803203,9.80080139674417,101.32276,1508.31963951189,15.2558199479834
2017Q4,11872.127,106.547404,22762.583,3393675.88645671,101.6703,102.301733604709,172.749967890057,8.89027938865135,82.7822082915732,77.6910235416132,16.5981523096984,83.398388,136.3321,122.633333333333,110.827916666667,112.866699,115.350286324775,107.799499131346,88.6387877740759,77.9600425043046,76.4138993148225,-13.2416666666667,133.425046246048,2.90285921747947,0.0799585514241929,80.3299999999999,9.13858488863244,102.35055,0.00589365920300851,9.82009306200654,101.414353333333,1508.44816139236,15.2616478569522
