Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
2015-12-31,2054.08,43.39,86.53,236.525,2.24,2262.01950542226,47.78247504492126,95.2896419828771,25.965424037124176
2015-11-30,2080.62,43.096666666666664,87.90666666666667,237.336,2.26,2283.4168047830926,47.2972733592881,96.47487764182426,26.225851890971935
2015-10-31,2024.81,42.803333333333335,89.28333333333333,237.838,2.07,2217.476752621533,46.8761990514552,97.77891064506095,25.491441046066758
2015-09-30,1944.41,42.51,90.66,237.945,2.17,2128.4688826829733,46.53401916409255,99.24192372186852,24.496752170486438
2015-08-31,2039.87,42.25333333333333,92.07666666666667,238.316,2.17,2229.488993731013,46.18105154500748,100.63578311989126,25.6936584170577
2015-07-31,2094.14,41.99666666666667,93.49333333333334,238.654,2.32,2285.5621596956266,45.83551823979486,102.03941706403415,26.381136336399692
2015-06-30,2099.29,41.74,94.91,238.638,2.36,2291.336530686647,45.5584444220954,103.59252419983407,26.49589529278484
2015-05-31,2111.94,41.43,96.35666666666667,237.805,2.2,2313.2183926326197,45.3784851874435,105.53993654464794,26.806111379650826
2015-04-30,2094.86,41.120000000000005,97.80333333333334,236.599,1.94,2306.2062364591575,45.26851457529408,107.67051606304342,26.791371680192324
2015-03-31,2079.99,40.81,99.25,236.119,2.04,2294.4909783202543,45.0185706783444,109.48525213981087,26.728605452928473
2015-02-28,2082.2,40.35333333333333,100.27000000000001,234.722,1.98,2310.599567999591,44.779749576094275,111.26876317516043,26.99551369938324
2015-01-31,2028.18,39.89666666666667,101.28999999999999,233.707,1.88,2260.4287266534598,44.465270060374756,112.88880953501608,26.492295420383112
2014-12-31,2054.27,39.44,102.31,234.812,2.21,2278.7321458443357,43.749456416196786,113.48901840621436,26.794085482572548
2014-11-30,2044.57,39.123333333333335,103.52666666666667,236.151,2.33,2255.1126327222837,43.15211669652046,114.18747894355732,26.60681714714341
2014-10-31,1937.27,38.806666666666665,104.74333333333334,237.433,2.3,2125.2259779811575,42.57173038288697,114.905641970577,25.162748283083253
2014-09-30,1993.23,38.49,105.96,238.031,2.53,2181.12189114023,42.11826110884718,115.94832286550913,25.918436892606184
2014-08-31,1961.53,38.120000000000005,105.01333333333334,237.852,2.42,2148.0490286817017,41.744775238383546,114.99889813833815,25.617606421799398
2014-07-31,1973.1,37.75,104.06666666666666,238.25,2.54,2157.109691080798,41.27053410283317,113.77183882476393,25.81754597615873
2014-06-30,1947.09,37.38,103.12,238.343,2.6,2127.8434240149704,40.85008252812125,112.69289754681282,25.558007623511276
2014-05-31,1889.77,36.99666666666667,102.36333333333334,237.9,2.56,2069.047928247163,40.50645132408576,112.07429621689789,24.94327410990257
2014-04-30,1864.26,36.61333333333333,101.60666666666667,237.072,2.71,2048.2466842984413,40.22675946547884,111.6343847438753,24.78631539696262
2014-03-31,1863.52,36.23,100.85,236.293,2.72,2054.1835385728737,39.93682364691295,111.1683319014952,24.956039153965374
2014-02-28,1817.04,35.81666666666666,100.63333333333333,234.781,2.71,2015.8470734855039,39.73546134482774,111.64388813404832,24.590930877894124
2014-01-31,1822.36,35.403333333333336,100.41666666666666,233.916,2.86,2029.2253921920692,39.42214653978352,111.8154754270764,24.8596090936327
2013-12-31,1807.78,34.99,100.2,233.049,2.9,2020.4791645533774,39.10684152259826,111.98929752970409,24.861869296461926
2013-11-30,1783.54,34.79333333333334,98.25666666666666,233.069,2.72,1993.216087338943,38.883698561370245,109.80789255542352,24.64207709241204
2013-10-31,1720.03,34.596666666666664,96.31333333333333,233.546,2.62,1918.3137115172176,38.58494330881283,107.41625898110011,23.834737887631423
2013-09-30,1687.17,34.4,94.37,234.149,2.81,1876.819814434399,38.26680276234364,104.97785397332471,23.442287167960593
2013-08-31,1670.09,34.02333333333333,93.23,233.877,2.74,1859.9805547787942,37.89181326081659,103.83032478610554,23.356649094916087
2013-07-31,1668.68,33.64666666666667,92.09,233.596,2.58,1860.645776982483,37.51739593143719,102.68407939348279,23.492460177159636
2013-06-30,1618.77,33.27,90.95,233.504,2.3,1805.7052689889683,37.112013627175564,101.45288967212556,22.925333173915323
2013-05-31,1639.84,32.88333333333334,89.86666666666667,232.945,1.93,1833.5979950632127,36.76871772306769,100.48501062482562,23.4118417818424
2013-04-30,1570.7,32.49666666666667,88.78333333333333,232.531,1.76,1759.4155544852088,36.40105736439443,99.45042187923332,22.59565539610559
2013-03-31,1550.83,32.11,87.7,232.773,1.96,1735.3522069569926,35.930540011083764,98.13479785026615,22.419207114602564
2013-02-28,1512.31,31.82333333333333,87.30333333333334,232.166,1.98,1696.6733862408798,35.702866957263346,97.94634843172561,22.05272433686194
2013-01-31,1480.4,31.536666666666665,86.90666666666667,230.28,1.91,1674.4758884835858,35.671026706618036,98.29986347055761,21.900475413821802
2012-12-31,1422.29,31.25,86.51,229.601,1.72,1613.505402894587,35.45131009882362,98.1405707727754,21.23826113984561
